n,data_inserimento,partito,valore
491,2021-07-19,Lega,20.7
491,2021-07-19,Movimento 5 Stelle,15.9
491,2021-07-19,+Europa,1.7
491,2021-07-19,Azione,3.3
491,2021-07-19,Italia Viva,2.9
491,2021-07-19,Altri,8.4
492,2021-07-19,Partito Democratico,19.7
492,2021-07-19,Forza Italia,9.0
492,2021-07-19,Fratelli d'Italia,20.8
492,2021-07-19,Alleanza Verdi Sinistra,3.5
492,2021-07-19,Lega,20.2
492,2021-07-19,Movimento 5 Stelle,14.8
492,2021-07-19,+Europa,1.5
492,2021-07-19,Azione,3.3
492,2021-07-19,Italia Viva,2.1
492,2021-07-19,Altri,3.3
493,2021-07-15,Partito Democratico,19.5
493,2021-07-15,Forza Italia,7.5
493,2021-07-15,Fratelli d'Italia,20.5
493,2021-07-15,Alleanza Verdi Sinistra,3.4
493,2021-07-15,Lega,20.3
493,2021-07-15,Movimento 5 Stelle,14.3
493,2021-07-15,+Europa,1.6
493,2021-07-15,Azione,3.8
493,2021-07-15,Italia Viva,2.5
493,2021-07-15,Altri,7.0
494,2021-07-13,Partito Democratico,18.9
494,2021-07-13,Forza Italia,6.8
494,2021-07-13,Fratelli d'Italia,20.8
494,2021-07-13,Alleanza Verdi Sinistra,2.7
494,2021-07-13,Lega,20.2
494,2021-07-13,Movimento 5 Stelle,14.4
494,2021-07-13,+Europa,2.0
494,2021-07-13,Azione,3.9
494,2021-07-13,Italia Viva,2.4
494,2021-07-13,Altri,6.2
495,2021-07-12,Partito Democratico,19.4
495,2021-07-12,Forza Italia,5.8
495,2021-07-12,Fratelli d'Italia,20.0
495,2021-07-12,Alleanza Verdi Sinistra,1.7
495,2021-07-12,Lega,21.4
495,2021-07-12,Movimento 5 Stelle,15.5
495,2021-07-12,+Europa,1.6
495,2021-07-12,Azione,3.0
495,2021-07-12,Italia Viva,3.1
495,2021-07-12,Altri,8.2
496,2021-07-12,Partito Democratico,19.6
496,2021-07-12,Forza Italia,9.1
496,2021-07-12,Fratelli d'Italia,20.6
496,2021-07-12,Alleanza Verdi Sinistra,3.5
496,2021-07-12,Lega,20.4
496,2021-07-12,Movimento 5 Stelle,15.1
496,2021-07-12,+Europa,1.6
496,2021-07-12,Azione,3.2
496,2021-07-12,Italia Viva,2.0
496,2021-07-12,Altri,2.3
497,2021-07-06,Partito Democratico,18.7
497,2021-07-06,Forza Italia,7.0
497,2021-07-06,Fratelli d'Italia,20.5
497,2021-07-06,Alleanza Verdi Sinistra,4.2
497,2021-07-06,Lega,20.6
497,2021-07-06,Movimento 5 Stelle,14.6
497,2021-07-06,+Europa,2.1
497,2021-07-06,Azione,4.0
497,2021-07-06,Italia Viva,2.5
497,2021-07-06,Altri,2.1
498,2021-07-05,Partito Democratico,19.6
498,2021-07-05,Forza Italia,5.9
498,2021-07-05,Fratelli d'Italia,19.6
498,2021-07-05,Alleanza Verdi Sinistra,3.4
498,2021-07-05,Lega,21.8
498,2021-07-05,Movimento 5 Stelle,15.4
498,2021-07-05,+Europa,1.5
498,2021-07-05,Azione,3.1
498,2021-07-05,Italia Viva,2.9
498,2021-07-05,Altri,6.4
499,2021-07-05,Partito Democratico,19.5
499,2021-07-05,Forza Italia,9.3
499,2021-07-05,Fratelli d'Italia,20.8
499,2021-07-05,Alleanza Verdi Sinistra,3.7
499,2021-07-05,Lega,20.5
499,2021-07-05,Movimento 5 Stelle,14.7
499,2021-07-05,+Europa,1.5
499,2021-07-05,Azione,3.1
499,2021-07-05,Italia Viva,2.1
499,2021-07-05,Altri,3.9
500,2021-06-29,Partito Democratico,18.8
500,2021-06-29,Forza Italia,7.0
500,2021-06-29,Fratelli d'Italia,20.7
500,2021-06-29,Alleanza Verdi Sinistra,2.7
500,2021-06-29,Lega,20.3
500,2021-06-29,Movimento 5 Stelle,16.6
500,2021-06-29,+Europa,1.8
500,2021-06-29,Azione,3.9
500,2021-06-29,Italia Viva,2.1
500,2021-06-29,Altri,5.6
501,2021-06-28,Partito Democratico,19.9
501,2021-06-28,Forza Italia,6.1
501,2021-06-28,Fratelli d'Italia,19.6
501,2021-06-28,Alleanza Verdi Sinistra,1.6
501,2021-06-28,Lega,21.8
501,2021-06-28,Movimento 5 Stelle,16.1
501,2021-06-28,+Europa,1.6
501,2021-06-28,Azione,2.7
501,2021-06-28,Italia Viva,2.6
501,2021-06-28,Altri,3.9
502,2021-06-28,Partito Democratico,19.1
502,2021-06-28,Forza Italia,9.3
502,2021-06-28,Fratelli d'Italia,20.5
502,2021-06-28,Alleanza Verdi Sinistra,3.7
502,2021-06-28,Lega,20.4
502,2021-06-28,Movimento 5 Stelle,15.2
502,2021-06-28,+Europa,1.4
502,2021-06-28,Azione,3.2
502,2021-06-28,Italia Viva,2.2
502,2021-06-28,Altri,4.0
503,2021-06-28,Partito Democratico,19.7
503,2021-06-28,Forza Italia,7.9
503,2021-06-28,Fratelli d'Italia,19.4
503,2021-06-28,Lega,20.1
503,2021-06-28,Movimento 5 Stelle,16.5
503,2021-06-28,+Europa,2.1
503,2021-06-28,Azione,2.3
503,2021-06-28,Italia Viva,2.0
503,2021-06-28,Altri,4.9
504,2021-06-22,Partito Democratico,18.6
504,2021-06-22,Forza Italia,6.8
504,2021-06-22,Fratelli d'Italia,20.5
504,2021-06-22,Alleanza Verdi Sinistra,4.3
504,2021-06-22,Lega,20.6
504,2021-06-22,Movimento 5 Stelle,16.0
504,2021-06-22,+Europa,1.9
504,2021-06-22,Azione,3.8
504,2021-06-22,Italia Viva,2.3
504,2021-06-22,Altri,5.2
505,2021-06-21,Partito Democratico,19.6
505,2021-06-21,Forza Italia,6.4
505,2021-06-21,Fratelli d'Italia,19.5
505,2021-06-21,Alleanza Verdi Sinistra,1.4
505,2021-06-21,Lega,22.2
505,2021-06-21,Movimento 5 Stelle,15.8
505,2021-06-21,+Europa,1.5
505,2021-06-21,Azione,3.0
505,2021-06-21,Italia Viva,2.8
505,2021-06-21,Altri,8.8
506,2021-06-21,Partito Democratico,18.9
506,2021-06-21,Forza Italia,9.2
506,2021-06-21,Fratelli d'Italia,20.3
506,2021-06-21,Alleanza Verdi Sinistra,3.8
506,2021-06-21,Lega,20.7
506,2021-06-21,Movimento 5 Stelle,15.6
506,2021-06-21,+Europa,1.3
506,2021-06-21,Azione,3.3
506,2021-06-21,Italia Viva,2.1
506,2021-06-21,Altri,3.7
507,2021-06-17,Partito Democratico,19.0
507,2021-06-17,Forza Italia,6.6
507,2021-06-17,Fratelli d'Italia,20.3
507,2021-06-17,Alleanza Verdi Sinistra,3.3
507,2021-06-17,Lega,21.2
507,2021-06-17,Movimento 5 Stelle,16.2
507,2021-06-17,+Europa,1.4
507,2021-06-17,Azione,3.1
507,2021-06-17,Italia Viva,2.4
507,2021-06-17,Altri,4.1
508,2021-06-15,Partito Democratico,19.0
508,2021-06-15,Forza Italia,6.8
508,2021-06-15,Fratelli d'Italia,20.4
508,2021-06-15,Alleanza Verdi Sinistra,2.3
508,2021-06-15,Lega,20.9
508,2021-06-15,Movimento 5 Stelle,16.2
508,2021-06-15,+Europa,2.0
508,2021-06-15,Azione,3.4
508,2021-06-15,Italia Viva,2.0
508,2021-06-15,Altri,5.5
509,2021-06-14,Partito Democratico,19.0
509,2021-06-14,Forza Italia,9.1
509,2021-06-14,Fratelli d'Italia,19.8
509,2021-06-14,Alleanza Verdi Sinistra,3.8
509,2021-06-14,Lega,20.9
509,2021-06-14,Movimento 5 Stelle,16.0
509,2021-06-14,+Europa,1.4
509,2021-06-14,Azione,3.0
509,2021-06-14,Italia Viva,2.1
509,2021-06-14,Altri,3.5
510,2021-06-14,Partito Democratico,19.7
510,2021-06-14,Forza Italia,6.0
510,2021-06-14,Fratelli d'Italia,19.4
510,2021-06-14,Alleanza Verdi Sinistra,1.3
510,2021-06-14,Lega,22.5
510,2021-06-14,Movimento 5 Stelle,16.0
510,2021-06-14,+Europa,1.6
510,2021-06-14,Azione,3.0
510,2021-06-14,Italia Viva,2.7
510,2021-06-14,Altri,3.9
511,2021-06-10,Partito Democratico,18.0
511,2021-06-10,Forza Italia,6.6
511,2021-06-10,Fratelli d'Italia,19.8
511,2021-06-10,Lega,21.5
511,2021-06-10,Movimento 5 Stelle,16.0
511,2021-06-10,+Europa,1.6
511,2021-06-10,Azione,2.8
511,2021-06-10,Italia Viva,2.4
511,2021-06-10,Altri,10.0
512,2021-06-08,Partito Democratico,19.2
512,2021-06-08,Forza Italia,6.9
512,2021-06-08,Fratelli d'Italia,20.1
512,2021-06-08,Alleanza Verdi Sinistra,1.8
512,2021-06-08,Lega,21.4
512,2021-06-08,Movimento 5 Stelle,15.9
512,2021-06-08,+Europa,1.8
512,2021-06-08,Azione,3.4
512,2021-06-08,Italia Viva,2.1
512,2021-06-08,Altri,5.7
513,2021-06-07,Partito Democratico,20.0
513,2021-06-07,Forza Italia,6.2
513,2021-06-07,Fratelli d'Italia,19.1
513,2021-06-07,Alleanza Verdi Sinistra,1.4
513,2021-06-07,Lega,22.4
513,2021-06-07,Movimento 5 Stelle,15.7
513,2021-06-07,+Europa,1.5
513,2021-06-07,Azione,3.2
513,2021-06-07,Italia Viva,2.8
513,2021-06-07,Altri,3.7
514,2021-06-07,Partito Democratico,18.6
514,2021-06-07,Forza Italia,6.3
514,2021-06-07,Fratelli d'Italia,19.1
514,2021-06-07,Lega,22.0
514,2021-06-07,Movimento 5 Stelle,15.1
514,2021-06-07,+Europa,1.5
514,2021-06-07,Azione,3.5
514,2021-06-07,Italia Viva,2.0
514,2021-06-07,Altri,8.8
515,2021-06-01,Partito Democratico,19.0
515,2021-06-01,Forza Italia,6.3
515,2021-06-01,Fratelli d'Italia,20.0
515,2021-06-01,Alleanza Verdi Sinistra,4.7
515,2021-06-01,Lega,21.7
515,2021-06-01,Movimento 5 Stelle,15.8
515,2021-06-01,+Europa,2.0
515,2021-06-01,Azione,3.6
515,2021-06-01,Italia Viva,2.1
515,2021-06-01,Altri,2.6
516,2021-05-31,Partito Democratico,19.8
516,2021-05-31,Forza Italia,6.6
516,2021-05-31,Fratelli d'Italia,18.6
516,2021-05-31,Alleanza Verdi Sinistra,1.2
516,2021-05-31,Lega,22.3
516,2021-05-31,Movimento 5 Stelle,16.1
516,2021-05-31,+Europa,1.3
516,2021-05-31,Azione,3.1
516,2021-05-31,Italia Viva,2.8
516,2021-05-31,Altri,3.9
517,2021-05-31,Partito Democratico,19.4
517,2021-05-31,Forza Italia,7.7
517,2021-05-31,Fratelli d'Italia,19.4
517,2021-05-31,Lega,22.4
517,2021-05-31,Movimento 5 Stelle,15.4
517,2021-05-31,+Europa,2.2
517,2021-05-31,Azione,2.4
517,2021-05-31,Italia Viva,1.9
517,2021-05-31,Altri,3.9
518,2021-05-31,Partito Democratico,18.8
518,2021-05-31,Forza Italia,9.2
518,2021-05-31,Fratelli d'Italia,19.4
518,2021-05-31,Alleanza Verdi Sinistra,4.2
518,2021-05-31,Lega,21.0
518,2021-05-31,Movimento 5 Stelle,16.8
518,2021-05-31,Azione,3.2
518,2021-05-31,Italia Viva,2.1
518,2021-05-31,Altri,5.3
519,2021-05-28,Partito Democratico,18.8
519,2021-05-28,Forza Italia,6.5
519,2021-05-28,Fratelli d'Italia,19.0
519,2021-05-28,Alleanza Verdi Sinistra,2.1
519,2021-05-28,Lega,21.8
519,2021-05-28,Movimento 5 Stelle,15.5
519,2021-05-28,+Europa,1.4
519,2021-05-28,Azione,3.1
519,2021-05-28,Italia Viva,1.8
519,2021-05-28,Altri,10.0
520,2021-05-26,Partito Democratico,19.5
520,2021-05-26,Forza Italia,6.9
520,2021-05-26,Fratelli d'Italia,19.5
520,2021-05-26,Alleanza Verdi Sinistra,2.7
520,2021-05-26,Lega,21.3
520,2021-05-26,Movimento 5 Stelle,16.5
520,2021-05-26,+Europa,2.0
520,2021-05-26,Azione,3.3
520,2021-05-26,Italia Viva,1.8
520,2021-05-26,Altri,4.7
521,2021-05-24,Partito Democratico,19.8
521,2021-05-24,Forza Italia,6.4
521,2021-05-24,Fratelli d'Italia,18.7
521,2021-05-24,Alleanza Verdi Sinistra,1.3
521,2021-05-24,Lega,22.6
521,2021-05-24,Movimento 5 Stelle,15.7
521,2021-05-24,+Europa,1.4
521,2021-05-24,Azione,3.1
521,2021-05-24,Italia Viva,3.0
521,2021-05-24,Altri,8.0
522,2021-05-24,Partito Democratico,19.0
522,2021-05-24,Forza Italia,9.3
522,2021-05-24,Fratelli d'Italia,19.1
522,2021-05-24,Alleanza Verdi Sinistra,4.1
522,2021-05-24,Lega,21.1
522,2021-05-24,Movimento 5 Stelle,16.7
522,2021-05-24,Azione,3.3
522,2021-05-24,Italia Viva,2.0
522,2021-05-24,Altri,5.4
523,2021-05-24,Partito Democratico,18.8
523,2021-05-24,Forza Italia,7.7
523,2021-05-24,Fratelli d'Italia,19.0
523,2021-05-24,Alleanza Verdi Sinistra,6.3
523,2021-05-24,Lega,21.1
523,2021-05-24,Movimento 5 Stelle,16.5
523,2021-05-24,+Europa,1.5
523,2021-05-24,Azione,3.3
523,2021-05-24,Italia Viva,2.1
523,2021-05-24,Altri,4.7
524,2021-05-18,Partito Democratico,19.2
524,2021-05-18,Forza Italia,7.0
524,2021-05-18,Fratelli d'Italia,19.5
524,2021-05-18,Alleanza Verdi Sinistra,2.9
524,2021-05-18,Lega,21.0
524,2021-05-18,Movimento 5 Stelle,16.8
524,2021-05-18,+Europa,1.9
524,2021-05-18,Azione,3.5
524,2021-05-18,Italia Viva,1.8
524,2021-05-18,Altri,4.4
525,2021-05-17,Partito Democratico,19.2
525,2021-05-17,Forza Italia,9.4
525,2021-05-17,Fratelli d'Italia,19.0
525,2021-05-17,Alleanza Verdi Sinistra,3.9
525,2021-05-17,Lega,21.2
525,2021-05-17,Movimento 5 Stelle,16.5
525,2021-05-17,Azione,3.5
525,2021-05-17,Italia Viva,1.9
525,2021-05-17,Altri,5.3
526,2021-05-16,Partito Democratico,19.4
526,2021-05-16,Forza Italia,6.5
526,2021-05-16,Fratelli d'Italia,18.7
526,2021-05-16,Alleanza Verdi Sinistra,1.5
526,2021-05-16,Lega,23.1
526,2021-05-16,Movimento 5 Stelle,16.0
526,2021-05-16,+Europa,1.2
526,2021-05-16,Azione,3.0
526,2021-05-16,Italia Viva,2.8
526,2021-05-16,Altri,3.8
527,2021-05-13,Partito Democratico,40.4
527,2021-05-13,Fratelli d'Italia,35.5
527,2021-05-13,Movimento 5 Stelle,24.1
527,2021-05-13,Altri,0.0
528,2021-05-12,Partito Democratico,19.5
528,2021-05-12,Forza Italia,6.7
528,2021-05-12,Fratelli d'Italia,19.1
528,2021-05-12,Alleanza Verdi Sinistra,3.0
528,2021-05-12,Lega,21.3
528,2021-05-12,Movimento 5 Stelle,17.0
528,2021-05-12,+Europa,1.7
528,2021-05-12,Azione,3.7
528,2021-05-12,Italia Viva,1.8
528,2021-05-12,Altri,5.4
529,2021-05-10,Partito Democratico,19.8
529,2021-05-10,Forza Italia,6.2
529,2021-05-10,Fratelli d'Italia,18.9
529,2021-05-10,Alleanza Verdi Sinistra,1.3
529,2021-05-10,Lega,22.8
529,2021-05-10,Movimento 5 Stelle,16.4
529,2021-05-10,+Europa,1.3
529,2021-05-10,Azione,3.1
529,2021-05-10,Italia Viva,2.6
529,2021-05-10,Altri,3.8
530,2021-05-10,Partito Democratico,19.5
530,2021-05-10,Forza Italia,9.6
530,2021-05-10,Fratelli d'Italia,18.9
530,2021-05-10,Alleanza Verdi Sinistra,4.0
530,2021-05-10,Lega,21.3
530,2021-05-10,Movimento 5 Stelle,16.2
530,2021-05-10,Azione,3.5
530,2021-05-10,Italia Viva,1.8
530,2021-05-10,Altri,5.2
531,2021-05-06,Partito Democratico,19.0
531,2021-05-06,Forza Italia,6.6
531,2021-05-06,Fratelli d'Italia,18.7
531,2021-05-06,Alleanza Verdi Sinistra,5.0
531,2021-05-06,Lega,20.9
531,2021-05-06,Movimento 5 Stelle,17.8
531,2021-05-06,+Europa,2.0
531,2021-05-06,Azione,3.5
531,2021-05-06,Italia Viva,1.7
531,2021-05-06,Altri,5.8
532,2021-05-05,Partito Democratico,19.3
532,2021-05-05,Forza Italia,9.7
532,2021-05-05,Fratelli d'Italia,18.6
532,2021-05-05,Alleanza Verdi Sinistra,4.1
532,2021-05-05,Lega,21.6
532,2021-05-05,Movimento 5 Stelle,16.4
532,2021-05-05,Azione,3.3
532,2021-05-05,Italia Viva,1.9
532,2021-05-05,Altri,5.1
533,2021-05-03,Partito Democratico,20.9
533,2021-05-03,Forza Italia,8.0
533,2021-05-03,Fratelli d'Italia,18.9
533,2021-05-03,Lega,21.9
533,2021-05-03,Movimento 5 Stelle,16.0
533,2021-05-03,Azione,2.8
533,2021-05-03,Italia Viva,2.0
533,2021-05-03,Altri,3.6
534,2021-05-03,Partito Democratico,19.4
534,2021-05-03,Forza Italia,6.5
534,2021-05-03,Fratelli d'Italia,19.1
534,2021-05-03,Alleanza Verdi Sinistra,1.6
534,2021-05-03,Lega,22.4
534,2021-05-03,Movimento 5 Stelle,16.2
534,2021-05-03,+Europa,1.3
534,2021-05-03,Azione,3.0
534,2021-05-03,Italia Viva,3.0
534,2021-05-03,Altri,7.5
535,2021-04-27,Partito Democratico,19.1
535,2021-04-27,Forza Italia,6.8
535,2021-04-27,Fratelli d'Italia,17.6
535,2021-04-27,Alleanza Verdi Sinistra,5.1
535,2021-04-27,Lega,21.8
535,2021-04-27,Movimento 5 Stelle,17.4
535,2021-04-27,+Europa,1.7
535,2021-04-27,Azione,3.6
535,2021-04-27,Italia Viva,1.9
535,2021-04-27,Altri,5.0
536,2021-04-26,Partito Democratico,19.7
536,2021-04-26,Forza Italia,6.2
536,2021-04-26,Fratelli d'Italia,19.0
536,2021-04-26,Alleanza Verdi Sinistra,1.5
536,2021-04-26,Lega,22.8
536,2021-04-26,Movimento 5 Stelle,15.9
536,2021-04-26,+Europa,1.3
536,2021-04-26,Azione,3.1
536,2021-04-26,Italia Viva,2.8
536,2021-04-26,Altri,3.8
537,2021-04-26,Partito Democratico,19.5
537,2021-04-26,Forza Italia,9.8
537,2021-04-26,Fratelli d'Italia,18.5
537,2021-04-26,Alleanza Verdi Sinistra,4.3
537,2021-04-26,Lega,21.8
537,2021-04-26,Movimento 5 Stelle,16.0
537,2021-04-26,+Europa,0.9
537,2021-04-26,Azione,3.1
537,2021-04-26,Italia Viva,2.0
537,2021-04-26,Altri,3.1
538,2021-04-20,Partito Democratico,19.1
538,2021-04-20,Forza Italia,6.4
538,2021-04-20,Fratelli d'Italia,18.0
538,2021-04-20,Alleanza Verdi Sinistra,4.7
538,2021-04-20,Lega,21.2
538,2021-04-20,Movimento 5 Stelle,18.4
538,2021-04-20,+Europa,1.7
538,2021-04-20,Azione,3.7
538,2021-04-20,Italia Viva,2.1
538,2021-04-20,Altri,5.6
539,2021-04-20,Partito Democratico,19.2
539,2021-04-20,Forza Italia,9.8
539,2021-04-20,Fratelli d'Italia,18.3
539,2021-04-20,Alleanza Verdi Sinistra,1.7
539,2021-04-20,Lega,22.0
539,2021-04-20,Movimento 5 Stelle,16.6
539,2021-04-20,+Europa,1.0
539,2021-04-20,Azione,2.9
539,2021-04-20,Italia Viva,2.0
539,2021-04-20,Altri,3.1
540,2021-04-19,Partito Democratico,19.4
540,2021-04-19,Forza Italia,6.0
540,2021-04-19,Fratelli d'Italia,18.8
540,2021-04-19,Alleanza Verdi Sinistra,1.5
540,2021-04-19,Lega,23.3
540,2021-04-19,Movimento 5 Stelle,15.7
540,2021-04-19,+Europa,1.3
540,2021-04-19,Azione,3.4
540,2021-04-19,Italia Viva,3.0
540,2021-04-19,Altri,7.6
541,2021-04-13,Partito Democratico,19.3
541,2021-04-13,Forza Italia,6.7
541,2021-04-13,Fratelli d'Italia,17.3
541,2021-04-13,Alleanza Verdi Sinistra,5.2
541,2021-04-13,Lega,22.0
541,2021-04-13,Movimento 5 Stelle,17.7
541,2021-04-13,+Europa,1.5
541,2021-04-13,Azione,3.4
541,2021-04-13,Italia Viva,2.2
541,2021-04-13,Altri,5.2
542,2021-04-12,Partito Democratico,19.8
542,2021-04-12,Forza Italia,5.9
542,2021-04-12,Fratelli d'Italia,19.1
542,2021-04-12,Alleanza Verdi Sinistra,1.3
542,2021-04-12,Lega,23.3
542,2021-04-12,Movimento 5 Stelle,15.9
542,2021-04-12,+Europa,1.3
542,2021-04-12,Azione,3.2
542,2021-04-12,Italia Viva,2.7
542,2021-04-12,Altri,3.7
543,2021-04-12,Partito Democratico,18.9
543,2021-04-12,Forza Italia,9.9
543,2021-04-12,Fratelli d'Italia,18.1
543,2021-04-12,Alleanza Verdi Sinistra,4.0
543,2021-04-12,Lega,22.3
543,2021-04-12,Movimento 5 Stelle,16.5
543,2021-04-12,+Europa,1.2
543,2021-04-12,Azione,2.8
543,2021-04-12,Italia Viva,2.0
543,2021-04-12,Altri,3.2
544,2021-04-09,Partito Democratico,19.4
544,2021-04-09,Forza Italia,7.2
544,2021-04-09,Fratelli d'Italia,17.6
544,2021-04-09,Alleanza Verdi Sinistra,2.8
544,2021-04-09,Lega,22.0
544,2021-04-09,Movimento 5 Stelle,17.4
544,2021-04-09,+Europa,1.5
544,2021-04-09,Azione,3.8
544,2021-04-09,Italia Viva,2.5
544,2021-04-09,Altri,6.1
545,2021-04-07,Partito Democratico,18.4
545,2021-04-07,Forza Italia,6.8
545,2021-04-07,Fratelli d'Italia,17.6
545,2021-04-07,Alleanza Verdi Sinistra,4.6
545,2021-04-07,Lega,22.8
545,2021-04-07,Movimento 5 Stelle,17.5
545,2021-04-07,+Europa,1.8
545,2021-04-07,Azione,3.5
545,2021-04-07,Italia Viva,2.4
545,2021-04-07,Altri,5.6
546,2021-04-07,Partito Democratico,20.0
546,2021-04-07,Forza Italia,7.7
546,2021-04-07,Fratelli d'Italia,18.0
546,2021-04-07,Alleanza Verdi Sinistra,3.6
546,2021-04-07,Lega,22.0
546,2021-04-07,Movimento 5 Stelle,17.8
546,2021-04-07,+Europa,1.6
546,2021-04-07,Azione,2.2
546,2021-04-07,Italia Viva,2.3
546,2021-04-07,Altri,3.8
547,2021-04-05,Partito Democratico,19.6
547,2021-04-05,Forza Italia,6.1
547,2021-04-05,Fratelli d'Italia,18.9
547,2021-04-05,Alleanza Verdi Sinistra,1.4
547,2021-04-05,Lega,23.6
547,2021-04-05,Movimento 5 Stelle,15.5
547,2021-04-05,+Europa,1.3
547,2021-04-05,Azione,3.0
547,2021-04-05,Italia Viva,2.8
547,2021-04-05,Altri,7.8
548,2021-04-02,Partito Democratico,18.5
548,2021-04-02,Forza Italia,10.1
548,2021-04-02,Fratelli d'Italia,18.0
548,2021-04-02,Alleanza Verdi Sinistra,3.6
548,2021-04-02,Lega,22.6
548,2021-04-02,Movimento 5 Stelle,16.3
548,2021-04-02,+Europa,1.2
548,2021-04-02,Azione,3.0
548,2021-04-02,Italia Viva,2.1
548,2021-04-02,Altri,3.1
549,2021-03-30,Partito Democratico,20.3
549,2021-03-30,Forza Italia,7.6
549,2021-03-30,Fratelli d'Italia,17.2
549,2021-03-30,Lega,22.5
549,2021-03-30,Movimento 5 Stelle,18.0
549,2021-03-30,Azione,2.4
549,2021-03-30,Italia Viva,2.2
549,2021-03-30,Altri,3.5
550,2021-03-30,Partito Democratico,18.8
550,2021-03-30,Forza Italia,6.5
550,2021-03-30,Fratelli d'Italia,17.7
550,2021-03-30,Alleanza Verdi Sinistra,2.5
550,2021-03-30,Lega,22.6
550,2021-03-30,Movimento 5 Stelle,17.4
550,2021-03-30,+Europa,1.7
550,2021-03-30,Azione,3.2
550,2021-03-30,Italia Viva,2.2
550,2021-03-30,Altri,5.1
551,2021-03-29,Partito Democratico,19.4
551,2021-03-29,Forza Italia,6.4
551,2021-03-29,Fratelli d'Italia,18.5
551,2021-03-29,Alleanza Verdi Sinistra,1.4
551,2021-03-29,Lega,23.3
551,2021-03-29,Movimento 5 Stelle,15.6
551,2021-03-29,+Europa,1.3
551,2021-03-29,Azione,3.2
551,2021-03-29,Italia Viva,3.1
551,2021-03-29,Altri,7.1
552,2021-03-29,Partito Democratico,18.3
552,2021-03-29,Forza Italia,10.3
552,2021-03-29,Fratelli d'Italia,17.8
552,2021-03-29,Alleanza Verdi Sinistra,3.3
552,2021-03-29,Lega,23.2
552,2021-03-29,Movimento 5 Stelle,16.0
552,2021-03-29,+Europa,1.3
552,2021-03-29,Azione,3.1
552,2021-03-29,Italia Viva,2.2
552,2021-03-29,Altri,2.9
553,2021-03-27,Partito Democratico,18.0
553,2021-03-27,Forza Italia,6.5
553,2021-03-27,Fratelli d'Italia,16.5
553,2021-03-27,Alleanza Verdi Sinistra,1.5
553,2021-03-27,Lega,24.5
553,2021-03-27,Movimento 5 Stelle,16.5
553,2021-03-27,Azione,3.0
553,2021-03-27,Italia Viva,2.5
553,2021-03-27,Altri,3.5
554,2021-03-23,Partito Democratico,19.0
554,2021-03-23,Forza Italia,6.7
554,2021-03-23,Fratelli d'Italia,17.1
554,2021-03-23,Alleanza Verdi Sinistra,2.4
554,2021-03-23,Lega,23.3
554,2021-03-23,Movimento 5 Stelle,17.5
554,2021-03-23,+Europa,1.2
554,2021-03-23,Azione,3.4
554,2021-03-23,Italia Viva,2.3
554,2021-03-23,Altri,5.1
555,2021-03-22,Partito Democratico,19.7
555,2021-03-22,Forza Italia,6.1
555,2021-03-22,Fratelli d'Italia,18.8
555,2021-03-22,Alleanza Verdi Sinistra,1.5
555,2021-03-22,Lega,23.6
555,2021-03-22,Movimento 5 Stelle,15.3
555,2021-03-22,+Europa,1.2
555,2021-03-22,Azione,2.9
555,2021-03-22,Italia Viva,3.1
555,2021-03-22,Altri,8.3
556,2021-03-22,Partito Democratico,18.0
556,2021-03-22,Forza Italia,10.5
556,2021-03-22,Fratelli d'Italia,17.6
556,2021-03-22,Alleanza Verdi Sinistra,3.2
556,2021-03-22,Lega,23.6
556,2021-03-22,Movimento 5 Stelle,15.8
556,2021-03-22,+Europa,1.5
556,2021-03-22,Azione,3.2
556,2021-03-22,Italia Viva,2.3
556,2021-03-22,Altri,4.5
557,2021-03-16,Partito Democratico,17.4
557,2021-03-16,Forza Italia,6.5
557,2021-03-16,Fratelli d'Italia,17.0
557,2021-03-16,Alleanza Verdi Sinistra,2.8
557,2021-03-16,Lega,24.2
557,2021-03-16,Movimento 5 Stelle,17.0
557,2021-03-16,+Europa,2.0
557,2021-03-16,Azione,3.2
557,2021-03-16,Italia Viva,2.2
557,2021-03-16,Altri,8.6
558,2021-03-15,Partito Democratico,17.3
558,2021-03-15,Forza Italia,10.4
558,2021-03-15,Fratelli d'Italia,17.5
558,2021-03-15,Alleanza Verdi Sinistra,1.4
558,2021-03-15,Lega,23.5
558,2021-03-15,Movimento 5 Stelle,16.0
558,2021-03-15,+Europa,1.9
558,2021-03-15,Azione,3.5
558,2021-03-15,Italia Viva,2.4
558,2021-03-15,Altri,2.8
559,2021-03-15,Partito Democratico,19.2
559,2021-03-15,Forza Italia,5.9
559,2021-03-15,Fratelli d'Italia,18.5
559,2021-03-15,Alleanza Verdi Sinistra,1.1
559,2021-03-15,Lega,23.9
559,2021-03-15,Movimento 5 Stelle,15.7
559,2021-03-15,+Europa,1.6
559,2021-03-15,Azione,3.2
559,2021-03-15,Italia Viva,3.0
559,2021-03-15,Altri,7.5
560,2021-03-09,Partito Democratico,16.6
560,2021-03-09,Forza Italia,7.0
560,2021-03-09,Fratelli d'Italia,16.8
560,2021-03-09,Alleanza Verdi Sinistra,2.1
560,2021-03-09,Lega,23.5
560,2021-03-09,Movimento 5 Stelle,17.2
560,2021-03-09,+Europa,2.3
560,2021-03-09,Azione,3.7
560,2021-03-09,Italia Viva,2.5
560,2021-03-09,Altri,8.3
