eu_es,ordinanza_attuale,oc_os,regione,prov,comune,cup,cup_master_unico,intervento_nome,soggetto_attuatore,importo_programmato,fase_di_avanzamento_al_22_dicembre_2024,url_opencup,pro_com_t
EU_2810,OC_137,OC,MARCHE,MC,Petriolo,G37B23000010001,,"RIFACIMENTO PAVIMENTAZIONE ED EVENTUALI SOTTOSERVIZI DI VIA IGNAZIO TELLI LESIONATI, IN MANIERA INDIRETTA ED IN CONSEGUENZA DEGLI EVENTI SISMICI DAL 24/08/2016",Comune di Petriolo,495000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G37B23000010001,043036
EU_2811,OC_137,OC,MARCHE,MC,Petriolo,G39D23000040001,,RIPARAZIONE DANNI CON MIGLIORAMENTO SISMICO PARTE STORICA - COLONNATO DEL CIVICO CIMITERO,Comune di Petriolo,650000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G39D23000040001,043036
EU_2815,OC_137,OC,MARCHE,MC,Castelraimondo,F33D21002960002,,INFRASTRUTTURE CENTRO STORICO FR. COLLINA - Progettazione,Comune di Castelraimondo,99000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F33D21002960002,043009
EU_2816,OC_137,OC,MARCHE,MC,Castelraimondo,F33D21002970003,,INFRASTRUTTURE CENTRO STORICO FR. RUSTANO - Progettazione,Comune di Castelraimondo,76000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F33D21002970003,043009
EU_2817,OC_137,OC,MARCHE,MC,Castelraimondo,F33D21002990002,,INFRASTRUTTURE CENTRO STORICO FR. TORRICELLA - Progettazione,Comune di Castelraimondo,49000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F33D21002990002,043009
EU_2818,OC_137,OC,MARCHE,MC,Castelraimondo,F37H21004720002,,FRANA STRADA CARSIGNANO - Progettazione,Comune di Castelraimondo,60500.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F37H21004720002,043009
EU_2819,OC_137,OC,MARCHE,AN,Belvedere Ostrense,I66J23000300005,,INTERVENTO DI MANUTENZIONE STRAORDINARIA PER MIGLIORAMENTO SISMICO E PER MESSA IN SICUREZZA DELLE EDICOLE FUNERARIE PORTALE INGRESSO STORICO DEL CIVICO CIMITERO NEL COMUNE DI BELVEDERE OSTRENSE,Comune di Belvedere Ostrense,457235.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I66J23000300005,042005
EU_2820,OC_137,OC,MARCHE,TE,Ancarano,H47H23001650001,,"RIGENERAZIONE DELLE STRADE PROVINCIALI SP 3 ANCARANESE (PROVINCIA AP) E SP 1B (PROVINCIA TE) NEL TRATTO INTERESSATO DAI DUE PONTI AFFIANCATI SUL FIUME TRONTO A CONFINE TRA LE MARCHE E L'ABRUZZO",USR,7680000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47H23001650001,067002
EU_2821,OC_137,OC,MARCHE,AP,Palmiano - Rocca Fluvione - Comunanza,H47H23001860001,,INTERVENTI DI CONSOLIDAMENTO DEL CORPO STRADALE E DEI MANUFATTI ACCESSORI STRADE PROVINCIALI SP N.65-ROCCAFLUVIONE PALMIANO E SP N. 184 TAVERNELLE,USR,2500000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H47H23001860001,
EU_2822,OC_137,OC,MARCHE,FM,Montefortino,B62H21000660001,,COMPLETAMENTO EDIFICIO TEATRO COMUNALE,Comune di Montefortino,200000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B62H21000660001,109015
EU_2823,OC_137,OC,MARCHE,FM,Montefortino,B67H22005720001,,"RIPRISTINO VIABILITA' STRADE - CENTRO STORICO",Comune di Montefortino,1200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B67H22005720001,109015
EU_2824,OC_137,OC,MARCHE,MC,Pioraco,G62B18001360002,,"REALIZZAZIONE DI COLLETTORI DI ACQUE REFLUE E IMPIANTO DI SOLLEVAMENTO PER L'ADEGUAMENTO DEL SISTEMA FOGNARIO DI VIA RAFFAELLO SANZIO E VIALE DELLA VITTORIA IN COMUNE DI PIORACO",Comune di Pioraco,1486585.0,FA_7 - Inizio lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G62B18001360002,043039
EU_2825,OC_137,OC,MARCHE,MC,Pioraco,G64B19000360001,,"RIPRISTINO DELLA FUNZIONALITÀ STATICA E RESTAURO DEL MURO DI CINTA IN VIA MAESTRO ARMANNO",Comune di Pioraco,160000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G64B19000360001,043039
EU_2826,OC_137,OC,MARCHE,MC,Pioraco,G69C17000050002,,"INTERVENTO DI RIPARAZIONE DANNI CON ADEGUAMENTO SISMICO DELLA PORZIONE DEL PALAZZO MUNICIPALE CHE ACCOGLIE LE FUNZIONI STRATEGICHE, DI MIGLIORAMENTO ENERGETICO E RIFUNZIONALIZZAZIONE DEL PIANO TERRA COME VOLANO DI RIGENERAZIONE URBANA DEL CENTRO STORICO",Comune di Pioraco,4685500.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G69C17000050002,043039
EU_2827,OC_137,OC,MARCHE,AP,Palmiano,G78H22001500008,,INTERVENTI DI RIPRISTINO DISSESTO IDROGEOLOGICO VERSANTE NORD-EST COMUNE DI PALMIANO,Comune di Palmiano,350000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G78H22001500008,044056
EU_2828,OC_137,OC,MARCHE,FM,Montappone,D48H22000550001,,"CONSOLIDAMENTO, SISTEMAZIONE E BONIFICA DEL DISSESTO IDROGEOLOGICO DEL VERSANTE SUD DEL CAPOLUOGO - 1° STRALCIO",Comune di Montappone,1893000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D48H22000550001,109013
EU_2829,OC_137,OC,MARCHE,FM,Montappone,D43D22000450001,,RETE VIARIA CON OPERE DI URBANIZZAZIONE PRIMARIA E BELVEDERE SU VIALE G. LEOPARDI,Comune di Montappone,907000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D43D22000450001,109013
EU_2830,OC_137,OC,MARCHE,MC,Pieve Torina,C58B23000310001,,RIPARAZIONE RETI IDRICHE E FOGNARIE DANNEGGIATE NEL CAPOLUOGO - Progettazione,Comune di Pieve Torina,1300000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C58B23000310001,043038
EU_2831,OC_137,OC,MARCHE,AP,Colli del Tronto,D16J23000030006,,RIPARAZIONE DANNI PARTE MONUMENTALE CIMITERO CIVICO,Comune di Colli del Tronto,450000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D16J23000030006,044014
EU_2832,OC_137,OC,MARCHE,MC,Valfornace,C76B19000340001,,"Ristrutturazione mediante demolizione e ricostruzione dell'immobile denominato ex scuola di Fiordimonte Valfornace",Comune di Valfornace,1800000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C76B19000340001,043058
EU_2833,OC_137,OC,MARCHE,AN,"Cerreto d'Esi",B52F23000040002,,"mura castellane settore ovest nord-ovest– consolidamento e miglioramento sismico","Comune di Cerreto d'Esi",1060000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B52F23000040002,042013
EU_2834,OC_137,OC,MARCHE,AN,Genga,D36J23000060002,,riparazione danni e miglioramento sismico della chiesa del cimitero di Capolavilla,Comune di Genga,100000.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D36J23000060002,042020
EU_2835,OC_137,OC,MARCHE,MC,Tolentino,F27H21005710001,,LAVORI DI MIGLIORAMENTO SISMICO CIMITERO CAPOLUOGO EDIFICI STORICI E MODERNI,Comune di Tolentino,5041762.19,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27H21005710001,043053
EU_2836,OC_137,OC,MARCHE,MC,Tolentino,F27H21005730001,,"RIPARAZIONE DANNI SISMA E RIPRISTINO DEL CIMITERO DI SANT'ANGELO",Comune di Tolentino,367333.81,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27H21005730001,043053
EU_2837,OC_137,OC,MARCHE,MC,Gagliole,H55B21000060001,,INTERVENTI DI RIPARAZIONE DANNI POST SISMA 2016 PIAZZA MATTEOTTI 1- MUNICIPIO - LAVORI DI RIPARAZIONE DANNI - SEDE ATTUALE - LAVORI DI RIPARAZIONE DANNI E ADEGUAMENTO SISMICO,Comune di Gagliole,385000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H55B21000060001,043020
EU_2838,OC_137,OC,MARCHE,MC,Gagliole,H55I21000020001,,"INTERVENTI DI RIPARAZIONE DEI DANNI CON INTERVENTI LOCALI DI MIGLIORAMENTO SISMICO - MURA CENTRO STORICO 1° STRALCIO",Comune di Gagliole,1771200.0,FA_1 - Rup nominato e cronoprogramma condiviso,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H55I21000020001,043020
EU_2839,OC_137,OC,MARCHE,MC,Monte Cavallo,C37H21008810002,,"DISSESTO IDROGEOLOGICO LOC. PIAN DELLA NOCE - SCAVI, CONSOLIDAMENTI, DRENAGGI",Comune di Monte Cavallo,164200.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C37H21008810002,043027
EU_2840,OC_137,OC,MARCHE,MC,Monte Cavallo,C31B18000900002,,DEMOLIZIONE E RICOSTRUZIONE FABBRICATO AD USO RICOVERO ATTREZZI DEPOSITO CON ELEMENTI MURARI PERIMETRALI DI TAMPONATURA SITO IN LOC. PANTANETO,Comune di Monte Cavallo,16000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B18000900002,043027
EU_2841,OC_137,OC,MARCHE,FM,Servigliano,I27B16000380001,,"SPAZIO LABORATORIALE PRESSO IL MONUMENTO NAZIONALE “EX CAMPO DI PRIGIONIA CPG-59”",Comune di Servigliano,400000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I27B16000380001,109038
EU_2842,OC_137,OC,MARCHE,FM,Servigliano,I27B16000390001,,"PUNTO INFORMATIVO E DI SERVIZI POSTO ALL'INGRESSO DEL MONUMENTO NAZIONALE “EX CAMPO DI PRIGIONIA CPG-59”",Comune di Servigliano,200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I27B16000390001,109038
EU_2843,OC_137,OC,MARCHE,MC,Colmurano,D89D22000100001,,SISMA 2016 - lavori di restauro e risanamento conservativo mura urbiche del Capoluogo e messa in sicurezza versante Via del Borgo,Comune di Colmurano,1200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D89D22000100001,043014
EU_2844,OC_137,OC,MARCHE,MC,Visso,E65I23000040001,,lavori di adeguamento sismico con demolizione e ricostruzione del magazzino e garage comunale - progettazione,Comune di Visso,40000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E65I23000040001,043057
EU_2845,OC_137,OC,MARCHE,AN,Monte San Vito,F46C23000010002,,"Palazzo Malatesta – Torre civica",Comune di Monte San Vito,370000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F46C23000010002,042030
EU_2846,OC_137,OC,MARCHE,AP,Ascoli Piceno,C31B21006380001,,"MUNICIPIO – PALAZZO DELL’ARENGO",Comune di Ascoli Piceno,3800000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C31B21006380001,044007
EU_2847,OC_137,OC,MARCHE,AP,Ascoli Piceno,C36G21019210001,,"CIMITERO POGGIO DI BRETTA: MURO DI CINTA, BLOCCO LOCULI",Comune di Ascoli Piceno,260000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C36G21019210001,044007
EU_2848,OC_137,OC,MARCHE,FM,Montegranaro,I96J23000030001,,CIMITERO COMUNALE - INTERVENTO SULLE STRUTTURE VERTICALI CONSISTENTI IN COLONNE IN LATERIZIO E DELLE COMPONENTI ORIZZONTALI STRETTAMENTE CONNESSE DEI LOGGIATI AI LATI DELLA CAPPELLINA DELLA PARTE STORICA,Comune di Montegranaro,200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I96J23000030001,109018
EU_2849,OC_137,OC,MARCHE,FM,Montegranaro,I95B23000020001,,RIPARAZIONE DEI DANNI CON MIGLIORAMENTO SISMICO DI PALAZZO FRANCESCANI,Comune di Montegranaro,1850000.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I95B23000020001,109018
EU_2850,OC_137,OC,MARCHE,AP,Montedinove,E35F17000190001,,MUSEO ARCHEOLOGICO DELLE TOMBE PICENE,Comune di Montedinove,122000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E35F17000190001,044034
EU_2851,OC_137,OC,MARCHE,AP,Montedinove,E39J21018160001,,SISTEMAZIONE SOTTOSERVIZI A RIDOSSO DI EDIFICI INAGIBILI,Comune di Montedinove,2878000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E39J21018160001,044034
EU_2852,OC_137,OC,MARCHE,MC,Apiro,H57D23000010001,,MATTATOIO COMUNALE (RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO),Comune di Apiro,343000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H57D23000010001,043002
EU_2853,OC_137,OC,MARCHE,MC,Apiro,H57H23000160001,,RIFACIMENTO MURO IN LOC. SAN DOMENICO,Comune di Apiro,10000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H57H23000160001,043002
EU_2854,OC_137,OC,MARCHE,MC,Monte San Martino,D85F21001150001,,RIPRISTINO E RIPARAZIONE DANNI SISMA NEI TRATTI DI MURA CASTELLANE MAGGIORMENTE LESIONATI,Comune di Monte San Martino,330000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D85F21001150001,043032
EU_2855,OC_137,OC,MARCHE,MC,Monte San Martino,D82F21000140001,,RIPRISTINO DELLA SICUREZZA STATICA DEL MURO IN C.A. DEL CAMPO DA CALCIO DANNEGGIATO DAL SISMA,Comune di Monte San Martino,300000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D82F21000140001,043032
EU_2856,OC_137,OC,MARCHE,MC,Monte San Martino,D87H21004510001,,RIFACIMENTO SELCIATI DEL CENTRO STORICO DANNEGGIATI DAL SISMA CON RIPRISTINO DELLA PAVIMENTAZIONE STRADALE,Comune di Monte San Martino,1500000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D87H21004510001,043032
EU_2857,OC_137,OC,MARCHE,MC,Monte San Martino,D81B21004360001,,"RIPARAZIONE DANNI SISMA ACCESSORIO CASA FACEN IN C.DA SAN VENANZO PER FINALITA' TURISTICO-RICETTIVE",Comune di Monte San Martino,270000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D81B21004360001,043032
EU_2858,OC_137,OC,MARCHE,FM,Ponzano Di Fermo,F52B22000230001,,RIPARAZIONE E MIGLIORAMENTO SISMICO CAPPELLINA DEL CIMITERO TORCHIARO,Comune di Ponzano di Fermo,270000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F52B22000230001,109032
EU_2859,OC_137,OC,MARCHE,FM,Ponzano Di Fermo,F52F22000300001,,CONSOLIDAMENTO MURO DI CINTA CIMITERO CAPOLUOGO,Comune di Ponzano di Fermo,190000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F52F22000300001,109032
EU_2860,OC_137,OC,MARCHE,MC,Apiro,H56J23000030001,,BLOCCO LOCULI 8 CIMITERO DI APIRO - (RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO),Comune di Apiro,218500.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H56J23000030001,043002
EU_2861,OC_137,OC,MARCHE,MC,Apiro,H56J23000040001,,BLOCCO LOCULI F2 CIMITERO DI FRONTALE - (RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO),Comune di Apiro,128500.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H56J23000040001,043002
EU_2862,OC_137,OC,MARCHE,MC,Pioraco,G66J22000000001,,cimitero comunale- parte vecchia lato monte * loc. Pontecannaro * intervento di recupero da danni da sisma 2016,Comune di Pioraco,200000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G66J22000000001,043039
EU_2863,OC_129,OC,LAZIO,RI,Cittareale,C48H23000900005,,Messa in sicurezza dissesto idrogeologico su strada comunale di accesso alla frazione Vetozza,USR LAZIO,650000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C48H23000900005,057017
EU_2864,OC_129,OC,LAZIO,RI,Cittareale,C46J23000030001,,"Sede Comunale, Museo Tito Flavio Vespasiano e Museo Arti e Tradizioni Popolari",Comune di Cittareale,2190549.0,FA_2 - Avvio procedure di affidamento contraente per i servizi,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C46J23000030001,057017
EU_2865,OC_129,OC,UMBRIA,PG,Norcia,I52C21000510005,,Complesso San Francesco,USR Umbria,5359082.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I52C21000510005,054035
EU_2866,OC_129,OC,ABRUZZO,TE,Cortino,F33G20001090001,,Centro Sociale di Padula,COMUNE DI CORTINO,735000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F33G20001090001,067022
EU_2868,OC_129,OC,ABRUZZO,AQ,Montereale,I85G23000010005,,Miglioramento/adeguamento sismico ex scuola Villa di Fano - ERP,COMUNE DI MONTEREALE,636720.0,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I85G23000010005,066056
EU_2870,OC_129,OC,ABRUZZO,TE,Crognaleto,G45I21000040005,,Ex Edificio scolastico loc. Cervaro,COMUNE DI CROGNALETO,411553.39,FA_5 - Progetto esecutivo approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G45I21000040005,067023
EU_2872,OC_129,OC,ABRUZZO,TE,Tossicia,I89C24000060001,,Cimitero Urbano,COMUNE DI TOSSICIA,248000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I89C24000060001,067045
EU_2873,OC_129,OC,UMBRIA,PG,Campello Sul Clitunno,B22C21001140001,,Mura Castellane del Castello di Pissignano Alto,Comune di Campello Sul Clitunno,710800.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B22C21001140001,054005
EU_2874,OC_129,OC,UMBRIA,TR,Polino,C85F21001600001,,Ripristino e integrazione funzionale accesso e collegamento Sede Comunale e Sede COC,Comune di Polino,330000.0,FA_4 - Progetto definitivo / pfte approvato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21001600001,055027
EU_2875,OC_129,OC,UMBRIA,TR,Polino,C85F21001560001,,Messa in sicurezza delle mura del cimitero comunale,Comune di Polino,120000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/C85F21001560001,055027
EU_2876,OC_48,OC,ABRUZZO,AQ,Capitignano,G98E18000380001,,"Centro di Comunità",COMUNE DI CAPITIGNANO,151518.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G98E18000380001,066021
EU_2877,OC_48,OC,ABRUZZO,TE,Corropoli,E23I18000010001,,"Miglioramento sismico edificio Badia - ex sede Liceo aeronautico ""D'annunzio""",COMUNE DI CORROPOLI,2848482.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E23I18000010001,067021
EU_2878,OC_48,OC,ABRUZZO,TE,Crognaleto,G47H17001100001,,"Centro di Comunità",COMUNE DI CROGNALETO,71534.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G47H17001100001,067023
EU_2879,OC_48,OC,ABRUZZO,PE,Montebello di Bertona,G68C18000170005,,"Miglioramento sismico ""Palazzo Crescenzi""",comune di Montebello di Bertona,300000.0,FA_3 - Incarico di progettazione affidato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G68C18000170005,068023
EU_2880,OC_48,OC,ABRUZZO,AQ,Montereale,I83J19000100001,,"Centro di Comunità",COMUNE DI MONTEREALE,153783.42,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I83J19000100001,066056
EU_2882,OC_48,OC,LAZIO,RI,Collevecchio,D87B17000160001,,"Scuola secondaria di I° grado",Comune di Collevecchio,1050000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/D87B17000160001,057021
EU_2883,OC_48,OC,LAZIO,Comuni vari,Comuni vari,B87D18000960002,,Realizzazione accessi tecnologia wi-fi,Infratel Italia S.p.A. per conto del Ministero dello Sviluppo Economico,892796.76,FA_0 - Rup non nominato,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/B87D18000960002,
EU_2884,OC_48,OC,LAZIO,RI,Poggio Bustone,G25G18000210002,,Scuola primaria e secondaria I grado,Comune di Poggio Bustone,2700000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G25G18000210002,057051
EU_2885,OC_48,OC,LAZIO,RI,Rivodutri,F27B17000260001,,Scuola infanzia,Comune di Rivodutri,192500.0,"FA_6 - Avvio procedure per l'aggiudicazione dei lavori",https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F27B17000260001,057060
EU_2886,OC_48,OC,MARCHE,AP,Acquasanta Terme,F62I19000010007,,Recupero Grotta Sudatoria,Comune di Acquasanta Terme,3000000.0,FA_7 - Inizio Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F62I19000010007,044001
EU_2887,OC_48,OC,MARCHE,AP,Acquasanta Terme,F61C19000000001,,Nuova elisuperficie,Comune di Gualdo,107360.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/F61C19000000001,044001
EU_2888,OC_48,OC,MARCHE,FM,Amandola,E26E18000140002,,Ripristino cineteatro Europa,Comune di Amandola,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E26E18000140002,109002
EU_2889,OC_48,OC,MARCHE,FM,Amandola,E24E18000170002,,Elisuperficie esistente,Comune di Amandola,12200.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/E24E18000170002,109002
EU_2890,OC_48,OC,MARCHE,MC,Apiro,H58B18000040002,,Acquisto giochi; ripristino prato campo polivalente,Comune di Apiro,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H58B18000040002,043002
EU_2891,OC_48,OC,MARCHE,AP,Appignano del Tronto,H19J18000380005,,Realizzazione nuova piazza in Via G. Massimo,Comune di Ussita,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/H19J18000380005,044005
EU_2892,OC_48,OC,MARCHE,AP,Arquata del Tronto,J29I18000010002,,Nuova illuminazione pubblica vie di accesso alle SAE,Comune di Arquata del Tronto,120000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J29I18000010002,044006
EU_2893,OC_48,OC,MARCHE,AP,Arquata del Tronto,J28B18000110006,,SEDE COMUNALE,Comune di Arquata del Tronto,2150000.0,FA_8 - Fine Lavori,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J28B18000110006,044006
EU_2894,OC_48,OC,MARCHE,AP,Arquata del Tronto,J29B18000110002,,Elisuperficie esistente,Comune di Arquata del Tronto,64660.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/J29B18000110002,044006
EU_2895,OC_48,OC,MARCHE,AP,Ascoli Piceno,I39F19000200002,,Elisuperficie esistente,Provincia di Ascoli Piceno,71980.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I39F19000200002,044007
EU_2896,OC_48,OC,MARCHE,MC,Belforte del Chienti,G73H17000050007,,Biblioteca comunale,Comune di Belforte del Chienti,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G73H17000050007,043004
EU_2897,OC_48,OC,MARCHE,MC,Belforte del Chienti,G79J18000740005,,Elisuperficie esistente,Comune di Belforte del Chienti,24400.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/G79J18000740005,043004
EU_2898,OC_48,OC,MARCHE,FM,Belmonte Piceno,I39H18000400001,,Riqualificazione impianti sportivi,Comune di Belmonte Piceno,42000.0,FA_9 - Collaudo,https://www.opencup.gov.it/portale/it/web/opencup/home/progetto/-/cup/I39H18000400001,109003
