n,data_inserimento,partito,valore
971,2022-02-01,Italia Viva,2.2
971,2022-02-01,Azione/+Europa,4.5
971,2022-02-01,Altri,2.9
970,2022-01-31,Partito Democratico,20.6
970,2022-01-31,Forza Italia,7.7
970,2022-01-31,Fratelli d'Italia,21.0
970,2022-01-31,Lega,19.1
970,2022-01-31,Movimento 5 Stelle,14.7
970,2022-01-31,Italia Viva,2.7
970,2022-01-31,Azione/+Europa,4.0
970,2022-01-31,Altri,4.4
969,2022-01-25,Partito Democratico,20.5
969,2022-01-25,Forza Italia,9.1
969,2022-01-25,Fratelli d'Italia,18.9
969,2022-01-25,Lega,20.6
969,2022-01-25,Movimento 5 Stelle,15.9
969,2022-01-25,+Europa,1.9
969,2022-01-25,Azione,0.3
969,2022-01-25,Italia Viva,1.8
969,2022-01-25,Altri,3.1
968,2022-01-25,Partito Democratico,21.7
968,2022-01-25,Forza Italia,7.7
968,2022-01-25,Fratelli d'Italia,19.8
968,2022-01-25,Lega,18.4
968,2022-01-25,Movimento 5 Stelle,13.5
968,2022-01-25,Italia Viva,2.3
968,2022-01-25,Azione/+Europa,4.8
968,2022-01-25,Altri,2.4
967,2022-01-24,Partito Democratico,20.5
967,2022-01-24,Forza Italia,7.2
967,2022-01-24,Fratelli d'Italia,21.2
967,2022-01-24,Lega,18.9
967,2022-01-24,Movimento 5 Stelle,14.8
967,2022-01-24,+Europa,1.7
967,2022-01-24,Azione,3.3
967,2022-01-24,Italia Viva,2.5
967,2022-01-24,Sinistra Ecologia Libertà,3.1
967,2022-01-24,Altri,4.2
966,2022-01-24,Partito Democratico,20.5
966,2022-01-24,Forza Italia,9.3
966,2022-01-24,Fratelli d'Italia,20.6
966,2022-01-24,Lega,18.5
966,2022-01-24,Movimento 5 Stelle,13.7
966,2022-01-24,Italia Viva,2.3
966,2022-01-24,Azione/+Europa,4.9
966,2022-01-24,Altri,5.5
965,2022-01-21,Partito Democratico,21.6
965,2022-01-21,Forza Italia,8.2
965,2022-01-21,Fratelli d'Italia,18.9
965,2022-01-21,Lega,18.5
965,2022-01-21,Movimento 5 Stelle,14.4
965,2022-01-21,+Europa,4.8
965,2022-01-21,Italia Viva,2.3
965,2022-01-21,Altri,8.2
964,2022-01-18,Partito Democratico,21.6
964,2022-01-18,Forza Italia,7.4
964,2022-01-18,Fratelli d'Italia,20.0
964,2022-01-18,Lega,18.8
964,2022-01-18,Movimento 5 Stelle,13.7
964,2022-01-18,Italia Viva,2.4
964,2022-01-18,Azione/+Europa,4.8
964,2022-01-18,Altri,2.3
963,2022-01-17,Partito Democratico,20.4
963,2022-01-17,Forza Italia,7.3
963,2022-01-17,Fratelli d'Italia,21.1
963,2022-01-17,Lega,18.8
963,2022-01-17,Movimento 5 Stelle,15.2
963,2022-01-17,+Europa,1.7
963,2022-01-17,Azione,3.4
963,2022-01-17,Italia Viva,2.5
963,2022-01-17,Altri,4.1
962,2022-01-17,Partito Democratico,20.7
962,2022-01-17,Forza Italia,9.2
962,2022-01-17,Fratelli d'Italia,20.5
962,2022-01-17,Lega,18.3
962,2022-01-17,Movimento 5 Stelle,14.3
962,2022-01-17,Italia Viva,2.2
962,2022-01-17,Azione/+Europa,4.8
962,2022-01-17,Sinistra Ecologia Libertà,2.3
962,2022-01-17,Altri,5.6
961,2022-01-15,Partito Democratico,19.5
961,2022-01-15,Forza Italia,8.5
961,2022-01-15,Fratelli d'Italia,20.0
961,2022-01-15,Lega,18.0
961,2022-01-15,Movimento 5 Stelle,14.0
961,2022-01-15,+Europa,1.0
961,2022-01-15,Azione,3.0
961,2022-01-15,Italia Viva,2.5
961,2022-01-15,Altri,6.5
960,2022-01-13,Partito Democratico,21.5
960,2022-01-13,Forza Italia,8.8
960,2022-01-13,Fratelli d'Italia,18.5
960,2022-01-13,Lega,18.9
960,2022-01-13,Movimento 5 Stelle,14.8
960,2022-01-13,+Europa,2.0
960,2022-01-13,Azione,4.3
960,2022-01-13,Italia Viva,2.2
960,2022-01-13,Altri,2.6
959,2022-01-11,Partito Democratico,22.2
959,2022-01-11,Forza Italia,7.8
959,2022-01-11,Fratelli d'Italia,19.9
959,2022-01-11,Lega,19.0
959,2022-01-11,Movimento 5 Stelle,14.0
959,2022-01-11,+Europa,1.6
959,2022-01-11,Azione,4.1
959,2022-01-11,Italia Viva,2.1
959,2022-01-11,Altri,7.5
958,2021-12-27,Partito Democratico,20.0
958,2021-12-27,Forza Italia,7.3
958,2021-12-27,Fratelli d'Italia,21.3
958,2021-12-27,Lega,19.2
958,2021-12-27,Movimento 5 Stelle,14.9
958,2021-12-27,+Europa,1.5
958,2021-12-27,Azione,3.5
958,2021-12-27,Italia Viva,2.7
958,2021-12-27,Altri,3.9
957,2021-12-27,Partito Democratico,20.7
957,2021-12-27,Forza Italia,8.7
957,2021-12-27,Fratelli d'Italia,18.8
957,2021-12-27,Lega,20.1
957,2021-12-27,Movimento 5 Stelle,16.4
957,2021-12-27,+Europa,2.0
957,2021-12-27,Azione,2.0
957,2021-12-27,Italia Viva,1.8
957,2021-12-27,Altri,4.8
956,2021-12-23,Partito Democratico,21.3
956,2021-12-23,Forza Italia,8.7
956,2021-12-23,Fratelli d'Italia,19.5
956,2021-12-23,Lega,17.8
956,2021-12-23,Movimento 5 Stelle,15.7
956,2021-12-23,+Europa,2.1
956,2021-12-23,Azione,3.8
956,2021-12-23,Italia Viva,2.0
956,2021-12-23,Altri,5.6
955,2021-12-21,Partito Democratico,22.2
955,2021-12-21,Forza Italia,7.4
955,2021-12-21,Fratelli d'Italia,19.7
955,2021-12-21,Lega,19.6
955,2021-12-21,Movimento 5 Stelle,13.9
955,2021-12-21,+Europa,1.5
955,2021-12-21,Azione,4.0
955,2021-12-21,Italia Viva,2.2
955,2021-12-21,Altri,5.3
954,2021-12-20,Partito Democratico,20.1
954,2021-12-20,Forza Italia,7.1
954,2021-12-20,Fratelli d'Italia,21.1
954,2021-12-20,Lega,19.5
954,2021-12-20,Movimento 5 Stelle,14.9
954,2021-12-20,+Europa,1.5
954,2021-12-20,Azione,3.6
954,2021-12-20,Italia Viva,2.6
954,2021-12-20,Sinistra Ecologia Libertà,3.0
954,2021-12-20,Altri,3.9
953,2021-12-20,Partito Democratico,21.7
953,2021-12-20,Forza Italia,8.8
953,2021-12-20,Fratelli d'Italia,20.6
953,2021-12-20,Lega,18.4
953,2021-12-20,Movimento 5 Stelle,14.4
953,2021-12-20,+Europa,1.6
953,2021-12-20,Azione,3.0
953,2021-12-20,Italia Viva,2.1
953,2021-12-20,Sinistra Ecologia Libertà,2.0
953,2021-12-20,Altri,3.8
952,2021-12-14,Partito Democratico,22.1
952,2021-12-14,Forza Italia,7.7
952,2021-12-14,Fratelli d'Italia,20.2
952,2021-12-14,Lega,19.0
952,2021-12-14,Movimento 5 Stelle,14.3
952,2021-12-14,+Europa,1.5
952,2021-12-14,Azione,3.8
952,2021-12-14,Italia Viva,2.1
952,2021-12-14,Altri,5.1
951,2021-12-13,Partito Democratico,20.9
951,2021-12-13,Forza Italia,8.7
951,2021-12-13,Fratelli d'Italia,20.4
951,2021-12-13,Lega,18.2
951,2021-12-13,Movimento 5 Stelle,15.1
951,2021-12-13,+Europa,1.7
951,2021-12-13,Azione,3.2
951,2021-12-13,Italia Viva,2.4
951,2021-12-13,Altri,3.9
950,2021-12-13,Partito Democratico,20.9
950,2021-12-13,Forza Italia,8.3
950,2021-12-13,Fratelli d'Italia,19.3
950,2021-12-13,Lega,18.0
950,2021-12-13,Movimento 5 Stelle,15.8
950,2021-12-13,+Europa,1.5
950,2021-12-13,Azione,4.2
950,2021-12-13,Italia Viva,2.3
950,2021-12-13,Altri,4.2
949,2021-12-07,Partito Democratico,20.3
949,2021-12-07,Forza Italia,7.3
949,2021-12-07,Fratelli d'Italia,21.2
949,2021-12-07,Lega,19.2
949,2021-12-07,Movimento 5 Stelle,15.2
949,2021-12-07,+Europa,1.5
949,2021-12-07,Azione,3.4
949,2021-12-07,Italia Viva,2.6
949,2021-12-07,Altri,3.8
948,2021-12-07,Partito Democratico,21.5
948,2021-12-07,Forza Italia,7.3
948,2021-12-07,Fratelli d'Italia,19.8
948,2021-12-07,Lega,18.5
948,2021-12-07,Movimento 5 Stelle,15.1
948,2021-12-07,+Europa,1.9
948,2021-12-07,Azione,4.0
948,2021-12-07,Italia Viva,2.5
948,2021-12-07,Altri,2.6
947,2021-12-06,Partito Democratico,20.4
947,2021-12-06,Forza Italia,8.5
947,2021-12-06,Fratelli d'Italia,20.4
947,2021-12-06,Lega,18.4
947,2021-12-06,Movimento 5 Stelle,15.4
947,2021-12-06,+Europa,1.6
947,2021-12-06,Azione,3.4
947,2021-12-06,Italia Viva,2.5
947,2021-12-06,Altri,3.7
946,2021-12-04,Partito Democratico,19.5
946,2021-12-04,Forza Italia,8.5
946,2021-12-04,Fratelli d'Italia,20.0
946,2021-12-04,Lega,18.0
946,2021-12-04,Movimento 5 Stelle,14.0
946,2021-12-04,+Europa,1.0
946,2021-12-04,Azione,3.0
946,2021-12-04,Italia Viva,2.5
946,2021-12-04,Altri,6.5
945,2021-11-30,Partito Democratico,21.1
945,2021-11-30,Forza Italia,7.0
945,2021-11-30,Fratelli d'Italia,19.4
945,2021-11-30,Lega,18.8
945,2021-11-30,Movimento 5 Stelle,15.7
945,2021-11-30,+Europa,1.7
945,2021-11-30,Azione,4.2
945,2021-11-30,Italia Viva,2.7
945,2021-11-30,Altri,2.7
944,2021-11-29,Partito Democratico,20.3
944,2021-11-29,Forza Italia,7.7
944,2021-11-29,Fratelli d'Italia,19.9
944,2021-11-29,Lega,18.3
944,2021-11-29,Movimento 5 Stelle,15.9
944,2021-11-29,+Europa,1.5
944,2021-11-29,Azione,3.7
944,2021-11-29,Italia Viva,2.4
944,2021-11-29,Altri,4.0
943,2021-11-29,Partito Democratico,20.8
943,2021-11-29,Forza Italia,8.5
943,2021-11-29,Fratelli d'Italia,19.8
943,2021-11-29,Lega,19.1
943,2021-11-29,Movimento 5 Stelle,15.5
943,2021-11-29,+Europa,2.3
943,2021-11-29,Azione,2.3
943,2021-11-29,Italia Viva,2.0
943,2021-11-29,Altri,5.0
942,2021-11-23,Partito Democratico,20.8
942,2021-11-23,Forza Italia,6.8
942,2021-11-23,Fratelli d'Italia,19.8
942,2021-11-23,Lega,18.4
942,2021-11-23,Movimento 5 Stelle,15.7
942,2021-11-23,+Europa,2.1
942,2021-11-23,Azione,4.0
942,2021-11-23,Italia Viva,2.4
942,2021-11-23,Altri,7.5
941,2021-11-22,Partito Democratico,19.7
941,2021-11-22,Forza Italia,7.1
941,2021-11-22,Fratelli d'Italia,20.7
941,2021-11-22,Lega,19.5
941,2021-11-22,Movimento 5 Stelle,15.8
941,2021-11-22,+Europa,1.6
941,2021-11-22,Azione,3.4
941,2021-11-22,Italia Viva,2.9
941,2021-11-22,Altri,3.9
940,2021-11-22,Partito Democratico,20.3
940,2021-11-22,Forza Italia,7.6
940,2021-11-22,Fratelli d'Italia,19.9
940,2021-11-22,Lega,18.5
940,2021-11-22,Movimento 5 Stelle,16.1
940,2021-11-22,+Europa,1.6
940,2021-11-22,Azione,3.8
940,2021-11-22,Italia Viva,2.3
940,2021-11-22,Altri,4.0
939,2021-11-19,Partito Democratico,20.5
939,2021-11-19,Forza Italia,8.0
939,2021-11-19,Fratelli d'Italia,19.0
939,2021-11-19,Lega,18.1
939,2021-11-19,Movimento 5 Stelle,16.2
939,2021-11-19,+Europa,1.8
939,2021-11-19,Azione,4.0
939,2021-11-19,Italia Viva,2.2
939,2021-11-19,Altri,3.6
938,2021-11-16,Partito Democratico,20.4
938,2021-11-16,Forza Italia,7.5
938,2021-11-16,Fratelli d'Italia,20.0
938,2021-11-16,Lega,18.4
938,2021-11-16,Movimento 5 Stelle,16.2
938,2021-11-16,+Europa,1.5
938,2021-11-16,Azione,3.9
938,2021-11-16,Italia Viva,2.2
938,2021-11-16,Altri,3.8
937,2021-11-16,Partito Democratico,20.3
937,2021-11-16,Forza Italia,6.9
937,2021-11-16,Fratelli d'Italia,20.2
937,2021-11-16,Lega,18.7
937,2021-11-16,Movimento 5 Stelle,16.1
937,2021-11-16,+Europa,1.9
937,2021-11-16,Azione,3.9
937,2021-11-16,Italia Viva,2.2
937,2021-11-16,Altri,8.5
936,2021-11-15,Partito Democratico,20.0
936,2021-11-15,Forza Italia,6.9
936,2021-11-15,Fratelli d'Italia,20.9
936,2021-11-15,Lega,19.8
936,2021-11-15,Movimento 5 Stelle,15.6
936,2021-11-15,+Europa,1.5
936,2021-11-15,Azione,3.4
936,2021-11-15,Italia Viva,2.6
936,2021-11-15,Altri,3.9
934,2021-11-10,Partito Democratico,20.5
934,2021-11-10,Forza Italia,7.0
934,2021-11-10,Fratelli d'Italia,20.0
934,2021-11-10,Lega,18.8
934,2021-11-10,Movimento 5 Stelle,16.4
934,2021-11-10,+Europa,1.9
934,2021-11-10,Azione,4.0
934,2021-11-10,Italia Viva,2.1
934,2021-11-10,Altri,7.1
933,2021-11-08,Partito Democratico,19.9
933,2021-11-08,Forza Italia,7.2
933,2021-11-08,Fratelli d'Italia,20.9
933,2021-11-08,Lega,19.7
933,2021-11-08,Movimento 5 Stelle,15.4
933,2021-11-08,+Europa,1.6
933,2021-11-08,Azione,3.2
933,2021-11-08,Italia Viva,2.6
933,2021-11-08,Altri,3.9
932,2021-11-08,Partito Democratico,20.3
932,2021-11-08,Forza Italia,7.6
932,2021-11-08,Fratelli d'Italia,20.3
932,2021-11-08,Lega,18.5
932,2021-11-08,Movimento 5 Stelle,16.0
932,2021-11-08,+Europa,1.6
932,2021-11-08,Azione,3.7
932,2021-11-08,Italia Viva,2.3
932,2021-11-08,Altri,3.8
931,2021-11-06,Partito Democratico,20.5
931,2021-11-06,Forza Italia,7.5
931,2021-11-06,Fratelli d'Italia,20.5
931,2021-11-06,Lega,17.5
931,2021-11-06,Movimento 5 Stelle,15.0
931,2021-11-06,+Europa,0.5
931,2021-11-06,Azione,4.5
931,2021-11-06,Italia Viva,2.5
931,2021-11-06,Altri,5.5
930,2021-11-04,Partito Democratico,19.4
930,2021-11-04,Forza Italia,7.9
930,2021-11-04,Fratelli d'Italia,18.8
930,2021-11-04,Lega,18.0
930,2021-11-04,Movimento 5 Stelle,16.0
930,2021-11-04,+Europa,1.5
930,2021-11-04,Azione,4.0
930,2021-11-04,Italia Viva,2.2
930,2021-11-04,Altri,5.4
929,2021-11-04,Partito Democratico,20.1
929,2021-11-04,Forza Italia,7.2
929,2021-11-04,Fratelli d'Italia,20.3
929,2021-11-04,Lega,19.0
929,2021-11-04,Movimento 5 Stelle,16.3
929,2021-11-04,+Europa,1.8
929,2021-11-04,Azione,4.1
929,2021-11-04,Italia Viva,1.7
929,2021-11-04,Altri,5.4
928,2021-11-02,Partito Democratico,20.1
928,2021-11-02,Forza Italia,7.2
928,2021-11-02,Fratelli d'Italia,20.6
928,2021-11-02,Lega,19.9
928,2021-11-02,Movimento 5 Stelle,15.5
928,2021-11-02,+Europa,1.5
928,2021-11-02,Azione,3.2
928,2021-11-02,Italia Viva,2.5
928,2021-11-02,Sinistra Ecologia Libertà,3.0
928,2021-11-02,Altri,3.9
927,2021-11-02,Partito Democratico,20.1
927,2021-11-02,Forza Italia,7.6
927,2021-11-02,Fratelli d'Italia,20.5
927,2021-11-02,Lega,18.6
927,2021-11-02,Movimento 5 Stelle,15.9
927,2021-11-02,+Europa,1.5
927,2021-11-02,Azione,3.8
927,2021-11-02,Italia Viva,2.3
927,2021-11-02,Altri,3.9
926,2021-10-26,Partito Democratico,19.7
926,2021-10-26,Forza Italia,6.8
926,2021-10-26,Fratelli d'Italia,20.7
926,2021-10-26,Lega,19.2
926,2021-10-26,Movimento 5 Stelle,16.6
926,2021-10-26,+Europa,1.9
926,2021-10-26,Azione,4.1
926,2021-10-26,Italia Viva,2.0
926,2021-10-26,Altri,5.1
925,2021-10-26,Partito Democratico,20.7
925,2021-10-26,Forza Italia,8.0
925,2021-10-26,Fratelli d'Italia,18.8
925,2021-10-26,Lega,20.0
925,2021-10-26,Movimento 5 Stelle,16.5
925,2021-10-26,+Europa,2.0
925,2021-10-26,Azione,2.0
925,2021-10-26,Italia Viva,2.0
925,2021-10-26,Altri,4.8
924,2021-10-25,Partito Democratico,20.3
924,2021-10-25,Forza Italia,7.0
924,2021-10-25,Fratelli d'Italia,20.9
924,2021-10-25,Lega,19.7
924,2021-10-25,Movimento 5 Stelle,15.5
924,2021-10-25,+Europa,1.5
924,2021-10-25,Azione,3.4
924,2021-10-25,Italia Viva,2.5
924,2021-10-25,Altri,3.9
923,2021-10-25,Partito Democratico,20.0
923,2021-10-25,Forza Italia,7.5
923,2021-10-25,Fratelli d'Italia,20.7
923,2021-10-25,Lega,18.9
923,2021-10-25,Movimento 5 Stelle,15.6
923,2021-10-25,+Europa,1.5
923,2021-10-25,Azione,3.9
923,2021-10-25,Italia Viva,2.4
923,2021-10-25,Sinistra Ecologia Libertà,1.9
923,2021-10-25,Altri,3.9
922,2021-10-25,Partito Democratico,19.5
922,2021-10-25,Forza Italia,8.1
922,2021-10-25,Fratelli d'Italia,19.2
922,2021-10-25,Lega,17.6
922,2021-10-25,Movimento 5 Stelle,16.2
922,2021-10-25,+Europa,1.2
922,2021-10-25,Azione,4.5
922,2021-10-25,Italia Viva,2.0
922,2021-10-25,Altri,5.5
921,2021-10-22,Partito Democratico,19.5
921,2021-10-22,Forza Italia,8.1
921,2021-10-22,Fratelli d'Italia,19.2
921,2021-10-22,Lega,17.6
921,2021-10-22,Movimento 5 Stelle,16.2
921,2021-10-22,+Europa,1.2
921,2021-10-22,Azione,4.5
921,2021-10-22,Italia Viva,2.0
921,2021-10-22,Altri,5.5
920,2021-10-19,Partito Democratico,19.9
920,2021-10-19,Forza Italia,6.8
920,2021-10-19,Fratelli d'Italia,21.2
920,2021-10-19,Lega,19.8
920,2021-10-19,Movimento 5 Stelle,15.8
920,2021-10-19,+Europa,1.4
920,2021-10-19,Azione,3.5
920,2021-10-19,Italia Viva,2.5
920,2021-10-19,Sinistra Ecologia Libertà,2.8
920,2021-10-19,Altri,3.8
919,2021-10-19,Partito Democratico,19.2
919,2021-10-19,Forza Italia,7.0
919,2021-10-19,Fratelli d'Italia,21.1
919,2021-10-19,Lega,19.4
919,2021-10-19,Movimento 5 Stelle,16.4
919,2021-10-19,+Europa,1.6
919,2021-10-19,Azione,3.9
919,2021-10-19,Italia Viva,2.1
919,2021-10-19,Altri,6.5
918,2021-10-12,Partito Democratico,19.0
918,2021-10-12,Forza Italia,7.1
918,2021-10-12,Fratelli d'Italia,20.7
918,2021-10-12,Lega,19.2
918,2021-10-12,Movimento 5 Stelle,16.9
918,2021-10-12,+Europa,1.6
918,2021-10-12,Azione,4.1
918,2021-10-12,Italia Viva,2.3
918,2021-10-12,Altri,2.3
917,2021-09-21,Partito Democratico,19.5
917,2021-09-21,Forza Italia,6.7
917,2021-09-21,Fratelli d'Italia,21.0
917,2021-09-21,Lega,20.4
917,2021-09-21,Movimento 5 Stelle,16.0
917,2021-09-21,+Europa,1.7
917,2021-09-21,Azione,3.0
917,2021-09-21,Italia Viva,2.6
917,2021-09-21,Altri,3.8
916,2021-09-18,Partito Democratico,18.5
916,2021-09-18,Forza Italia,7.0
916,2021-09-18,Fratelli d'Italia,20.0
916,2021-09-18,Lega,18.5
916,2021-09-18,Movimento 5 Stelle,17.5
916,2021-09-18,+Europa,1.0
916,2021-09-18,Azione,2.5
916,2021-09-18,Italia Viva,3.0
916,2021-09-18,Altri,5.5
915,2021-09-17,Partito Democratico,25.4
915,2021-09-17,Forza Italia,6.0
915,2021-09-17,Fratelli d'Italia,19.2
915,2021-09-17,Lega,14.6
915,2021-09-17,Movimento 5 Stelle,16.9
915,2021-09-17,+Europa,2.4
915,2021-09-17,Azione,3.6
915,2021-09-17,Italia Viva,2.1
915,2021-09-17,Altri,3.0
914,2021-09-16,Partito Democratico,19.4
914,2021-09-16,Forza Italia,7.3
914,2021-09-16,Fratelli d'Italia,19.1
914,2021-09-16,Lega,18.5
914,2021-09-16,Movimento 5 Stelle,17.1
914,2021-09-16,+Europa,1.7
914,2021-09-16,Azione,3.8
914,2021-09-16,Italia Viva,2.8
914,2021-09-16,Altri,3.9
913,2021-09-14,Partito Democratico,20.0
913,2021-09-14,Forza Italia,8.2
913,2021-09-14,Fratelli d'Italia,18.8
913,2021-09-14,Lega,20.5
913,2021-09-14,Movimento 5 Stelle,17.0
913,2021-09-14,Azione,2.0
913,2021-09-14,Italia Viva,2.2
913,2021-09-14,Altri,4.9
912,2021-09-14,Partito Democratico,18.7
912,2021-09-14,Forza Italia,7.2
912,2021-09-14,Fratelli d'Italia,21.0
912,2021-09-14,Lega,20.0
912,2021-09-14,Movimento 5 Stelle,15.8
912,2021-09-14,+Europa,2.0
912,2021-09-14,Azione,3.4
912,2021-09-14,Italia Viva,2.5
912,2021-09-14,Altri,6.2
911,2021-09-13,Partito Democratico,19.2
911,2021-09-13,Forza Italia,7.0
911,2021-09-13,Fratelli d'Italia,21.1
911,2021-09-13,Lega,20.3
911,2021-09-13,Movimento 5 Stelle,16.0
911,2021-09-13,+Europa,1.6
911,2021-09-13,Azione,2.8
911,2021-09-13,Italia Viva,2.8
911,2021-09-13,Altri,3.9
910,2021-09-13,Partito Democratico,19.1
910,2021-09-13,Forza Italia,8.2
910,2021-09-13,Fratelli d'Italia,21.0
910,2021-09-13,Lega,19.7
910,2021-09-13,Movimento 5 Stelle,16.3
910,2021-09-13,+Europa,1.7
910,2021-09-13,Azione,3.5
910,2021-09-13,Italia Viva,2.0
910,2021-09-13,Altri,3.4
909,2021-09-08,Partito Democratico,18.4
909,2021-09-08,Forza Italia,6.9
909,2021-09-08,Fratelli d'Italia,21.0
909,2021-09-08,Lega,20.4
909,2021-09-08,Movimento 5 Stelle,16.0
909,2021-09-08,+Europa,1.8
909,2021-09-08,Azione,3.7
909,2021-09-08,Italia Viva,2.6
909,2021-09-08,Altri,8.5
908,2021-09-06,Partito Democratico,19.5
908,2021-09-06,Forza Italia,6.7
908,2021-09-06,Fratelli d'Italia,21.2
908,2021-09-06,Lega,20.6
908,2021-09-06,Movimento 5 Stelle,15.6
908,2021-09-06,+Europa,1.8
908,2021-09-06,Azione,3.0
908,2021-09-06,Italia Viva,2.8
908,2021-09-06,Altri,3.6
907,2021-09-06,Partito Democratico,19.2
907,2021-09-06,Forza Italia,8.3
907,2021-09-06,Fratelli d'Italia,21.0
907,2021-09-06,Lega,19.5
907,2021-09-06,Movimento 5 Stelle,16.1
907,2021-09-06,+Europa,1.7
907,2021-09-06,Azione,3.3
907,2021-09-06,Italia Viva,2.1
907,2021-09-06,Altri,3.3
906,2021-09-06,Partito Democratico,19.0
906,2021-09-06,Forza Italia,7.1
906,2021-09-06,Fratelli d'Italia,20.0
906,2021-09-06,Lega,19.4
906,2021-09-06,Movimento 5 Stelle,16.3
906,2021-09-06,+Europa,1.6
906,2021-09-06,Azione,4.2
906,2021-09-06,Italia Viva,2.3
906,2021-09-06,Altri,4.3
905,2021-08-31,Partito Democratico,19.1
905,2021-08-31,Forza Italia,7.0
905,2021-08-31,Fratelli d'Italia,20.6
905,2021-08-31,Lega,19.8
905,2021-08-31,Movimento 5 Stelle,16.3
905,2021-08-31,+Europa,2.0
905,2021-08-31,Azione,3.7
905,2021-08-31,Italia Viva,2.4
905,2021-08-31,Altri,5.3
904,2021-08-09,Partito Democratico,19.5
904,2021-08-09,Forza Italia,6.5
904,2021-08-09,Fratelli d'Italia,20.9
904,2021-08-09,Lega,20.6
904,2021-08-09,Movimento 5 Stelle,16.0
904,2021-08-09,+Europa,1.7
904,2021-08-09,Azione,2.8
904,2021-08-09,Italia Viva,2.9
904,2021-08-09,Altri,3.9
903,2021-08-03,Partito Democratico,19.8
903,2021-08-03,Forza Italia,6.2
903,2021-08-03,Fratelli d'Italia,20.8
903,2021-08-03,Lega,20.4
903,2021-08-03,Movimento 5 Stelle,15.9
903,2021-08-03,+Europa,1.5
903,2021-08-03,Azione,3.0
903,2021-08-03,Italia Viva,2.9
903,2021-08-03,Altri,3.9
902,2021-08-03,Partito Democratico,19.0
902,2021-08-03,Forza Italia,6.8
902,2021-08-03,Fratelli d'Italia,20.6
902,2021-08-03,Lega,20.3
902,2021-08-03,Movimento 5 Stelle,15.5
902,2021-08-03,+Europa,1.8
902,2021-08-03,Azione,3.9
902,2021-08-03,Italia Viva,2.2
902,2021-08-03,Altri,8.0
901,2021-08-02,Partito Democratico,19.5
901,2021-08-02,Forza Italia,8.2
901,2021-08-02,Fratelli d'Italia,20.0
901,2021-08-02,Lega,19.8
901,2021-08-02,Movimento 5 Stelle,15.5
901,2021-08-02,+Europa,1.6
901,2021-08-02,Azione,3.4
901,2021-08-02,Italia Viva,2.5
901,2021-08-02,Altri,3.7
900,2021-07-27,Partito Democratico,18.8
900,2021-07-27,Forza Italia,7.1
900,2021-07-27,Fratelli d'Italia,20.3
900,2021-07-27,Lega,20.0
900,2021-07-27,Movimento 5 Stelle,15.8
900,2021-07-27,+Europa,2.0
900,2021-07-27,Azione,3.8
900,2021-07-27,Italia Viva,2.3
900,2021-07-27,Altri,6.9
899,2021-07-26,Partito Democratico,19.8
899,2021-07-26,Forza Italia,5.9
899,2021-07-26,Fratelli d'Italia,20.5
899,2021-07-26,Lega,20.7
899,2021-07-26,Movimento 5 Stelle,15.9
899,2021-07-26,+Europa,1.7
899,2021-07-26,Azione,3.3
899,2021-07-26,Italia Viva,2.9
899,2021-07-26,Altri,3.7
898,2021-07-26,Partito Democratico,19.6
898,2021-07-26,Forza Italia,8.8
898,2021-07-26,Fratelli d'Italia,20.9
898,2021-07-26,Lega,20.1
898,2021-07-26,Movimento 5 Stelle,15.0
898,2021-07-26,+Europa,1.6
898,2021-07-26,Azione,3.4
898,2021-07-26,Italia Viva,2.0
898,2021-07-26,Sinistra Ecologia Libertà,1.9
898,2021-07-26,Altri,3.2
897,2021-07-26,Partito Democratico,19.1
897,2021-07-26,Forza Italia,7.8
897,2021-07-26,Fratelli d'Italia,20.2
897,2021-07-26,Lega,20.1
897,2021-07-26,Movimento 5 Stelle,15.2
897,2021-07-26,+Europa,1.8
897,2021-07-26,Azione,3.3
897,2021-07-26,Italia Viva,2.1
897,2021-07-26,Altri,3.9
896,2021-07-20,Partito Democratico,19.1
896,2021-07-20,Forza Italia,6.5
896,2021-07-20,Fratelli d'Italia,20.5
896,2021-07-20,Lega,20.1
896,2021-07-20,Movimento 5 Stelle,15.2
896,2021-07-20,+Europa,1.8
896,2021-07-20,Azione,4.1
896,2021-07-20,Italia Viva,2.5
896,2021-07-20,Altri,5.5
895,2021-07-19,Partito Democratico,19.8
895,2021-07-19,Forza Italia,5.9
895,2021-07-19,Fratelli d'Italia,20.5
895,2021-07-19,Lega,20.7
895,2021-07-19,Movimento 5 Stelle,15.9
895,2021-07-19,+Europa,1.7
895,2021-07-19,Azione,3.3
895,2021-07-19,Italia Viva,2.9
895,2021-07-19,Altri,3.7
894,2021-07-19,Partito Democratico,19.7
894,2021-07-19,Forza Italia,9.0
894,2021-07-19,Fratelli d'Italia,20.8
894,2021-07-19,Lega,20.2
894,2021-07-19,Movimento 5 Stelle,14.8
894,2021-07-19,+Europa,1.5
894,2021-07-19,Azione,3.3
894,2021-07-19,Italia Viva,2.1
894,2021-07-19,Sinistra Ecologia Libertà,2.0
894,2021-07-19,Altri,3.3
893,2021-07-15,Partito Democratico,19.5
893,2021-07-15,Forza Italia,7.5
893,2021-07-15,Fratelli d'Italia,20.5
893,2021-07-15,Lega,20.3
893,2021-07-15,Movimento 5 Stelle,14.3
893,2021-07-15,+Europa,1.6
893,2021-07-15,Azione,3.8
893,2021-07-15,Italia Viva,2.5
