cup,soggetto_titolare,cf_piva_soggetto,categoria_soggetto,sotto_categoria_soggetto,natura,tipologia_intervento,settore_intervento,sotto_settore_intervento,categoria_intervento,descrizione_cup,anno_decisione,importo_costo_progetto,importo_finanziamento,tipo_copertura,strumento,numero_cup_collegati,cup_master_collegato,url_opencup
B19D18000040001,COMUNE DI MORESCO - ASCOLI PICENO -,00356970442,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,INTERVENTO DI MESSA IN SICUREZZA EDICOLA DEL PAGANI PRESSO LA CHIESA DI SANTA MARIA DELL'OLMO*VIA MONTEFIORE LUNGA*MIGLIORAMENTO SISMICO,2018,100000.0,100000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B19D18000040001
B21C19000030005,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE DI TRASPORTO,AEROPORTUALI,AEROSTAZIONI,LAVORI DI REALIZZAZIONE DI NUOVA ELISUPERFICIE.*VIA DELLA LIBERTA'*L'INTERVENTO PREVEDE LA REALIZZAZIONE DI UNA NUOVA ELISUPERFICIE.,2019,109800.0,109800.0,ALTRA PUBBLICA,ALTRO-FONDO DI SOLIDARIETA' NAZIONALE.,0,"",https://opencup.gov.it/portale/progetto/-/cup/B21C19000030005
B22C21001130001,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELLA CHIESA DELLA MADONNA DELLA BIANCA*RANIERI*INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO,2021,400000.0,400000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22C21001130001
B22C21001140001,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO MURA CASTELLANE PISSIGNANO ALTO*PISSIGNANO ALTO*INTERVENTO DI RIPARAZIONE DANNI SISMA 2016 PER LE MURA CASTELLANE,2021,508800.0,508800.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22C21001140001
B22C21001430001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",ALTRE STRUTTURE RICREATIVE,RIPARAZIONE DANNI FABBRICATO COMUNALE EX MATTATOIO NEL CAPOLUOGO*VIA TRIESTE*RIPARAZIONE DANNI FABBRICATO COMUNALE EX MATTATOIO NEL CAPOLUOGO,2021,500000.0,500000.0,STATALE,ALTRO-RICOSTRUZIONE POST SISMA 2016,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22C21001430001
B22E20000010001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ASILI NIDO,ASILO NIDO BIANCONIGLIO*VIA MARCO POLO*SISMA 2016 - O.C.S.R. N. 56/2018 - LAVORI DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO DELLASILO NIDO BIANCONIGLIO,2020,250000.0,250000.0,STATALE,ALTRO-SISMA 2016 - ORDINANZA COMMISSARIO STRAORDINARIO RICOSTRUZIONE N. 56/2018,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22E20000010001
B22F22000700005,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,"MESSA IN SICUREZZA E RECUPERO DELLA CENTRALINA IDROELETTRICA E DEL MULINO ANNESSO COMPRESI GLI SPAZI DI PERTINENZA, DI PROPRIETA COMUNALE, UBICATI LUNGO LA SPONDA DEL FIUME ASO ALLINTERNO DEL CENTRO STORICO*VIA CENTRO STORICO - FIUME ASO*MESSA IN SICUREZZA E RECUPERO DELLA CENTRALINA IDROELETTRICA E DEL MULINO ANNESSO COMPRESI GLI SPAZI DI PERTINENZA, DI PROPRIETA COMUNALE, UBICATI LUNGO LA SPONDA DEL FIUME ASO ALLINTERNO DEL CENTRO STORICO",2022,1600000.0,1600000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22F22000700005
B22J18000130002,COMUNE DI VALTOPINA - PG -,00470090549,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),RECUPERO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRI EDIFICI SCOLASTICI,ADEGUAMENTO DEGLI ELEMENTI STRUTTURALI DELLA PALESTRA SCOLASTICA*VIA TRENTINO*ADEGUAMENTO DEGLI ELEMENTI STRUTTURALI DELLA PALESTRA SCOLASTICA,2018,575000.0,575000.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B22J18000130002
B23B20000200001,ENTE REGIONALE PER L'ABITAZIONE PUBBLICA MARCHE,02573290422,ENTI ED IMPRESE DI GESTIONE DEL PATRIMONIO IMMOBILIARE PUBBLICO,IACP,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,INTERVENTO DI MIGLIORAMENTO STRUTTURALE EDIFICIO IN VIA NENNI 1 DEL COMUNE DI TOLENTINO (MC)*VIA NENNI 1*INTERVENTO DI MIGLIORAMENTO STRUTTURALE,2020,1442320.0,1442320.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23B20000200001
B23D18000270001,REGIONE MARCHE,80008630420,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,SANITARIE,STRUTTURE OSPEDALIERE,OCSR N.37/2017 OSPEDALE DI COMUNITA' SS. SALVATORE*VIALE REPUBBLICA*DEMOLIZIONE E RICOSTRUZIONE,2018,1.45E7,1.45E7,STATALE,ALTRO-ORDINANZA COMMISSARIO STRAORDINARIO ALLA RICOSTRUZIONE SISMA 2016 N.37/2017,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23D18000270001
B23F20000070001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRE STRUTTURE SOCIALI,INTERVENTO DI MIGLIORAMENTO SISMICO EDIFICIO EX IPSIA E ADEGUAMENTO SISMICO LABORATORI.*VIA TRIESTE*L'INTERVENTO RIGUARDA LA MANUTENZIONE STRAORDINARIA MEDIANTE AZIONI DI MIGLIORAMENTO ED ADEGUAMENTO DEGLI EDIFICI DEL POLO SCOLASTICO EX IPSIA.,2020,900000.0,900000.0,STATALE,ALTRO-PROGRAMMA OPERE PUBBLICHE RICOSTRUZIONE POST SISMA 2016,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23F20000070001
B23F20000080001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,ALTRE STRUTTURE SOCIALI,INTERVENTO DI RISTRUTTURAZIONE EDILIZIA ATTRAVERSO IL MIGLIORAMENTO SISMICO DELL'EDIFICIO IN VIA ANTONINI E DEL MURO DI CONTENIMENTO PROSPICIENTE IL FIUME ASO.*VIA ANTONINI*L'INTERVENTO DI RISTRUTTURAZIONE EDILIZIA RIGUARDA IL MIGLIORAMENTO SISMICO DELL'EDIFICIO IN VIA ANTONINI E DEL MURO DI CONTENIMENTO PROSPICIENTE IL FIUME ASO.,2020,605204.0,605204.0,STATALE,ALTRO-PROGRAMMA OPERE PUBBLICHE RICOSTRUZIONE POST SISMA 2016.,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23F20000080001
B23F20000200001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",SCUOLA SECONDARIA G. GHEZZI*VIA MAZZINI*SISMA 2016 - O.C.S.R. N. 104/2020 - MIGLIORAMENTO SISMICO SCUOLA SECONDARIA G. GHEZZI,2020,20000.0,20000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23F20000200001
B23G20002490001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE SOCIALI,ALTRE INFRASTRUTTURE,INTERVENTO DI MIGLIORAMENTO SISMICO STRUTTURA RICETTIVA DI PIANTABETE.*LOCALITA' PIANTABETE*L'INTERVENTO RIGUARDA LA REALIZZAZIONE DEL MIGLIORAMENTO SISMICO DELLA STRUTTURA RICETTIVA DI PIANTABETE.,2020,1100000.0,1100000.0,STATALE,ALTRO-PROGRAMMA OPERE PUBBLICHE RICOSTRUZIONE POST SISMA 2016.,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23G20002490001
B23H19001140001,REGIONE MARCHE,80008630420,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA PER DISSESTO IDROGEOLOGICO,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,DIFESA DEL SUOLO,ABITATI,"OPERE DI CONSOLIDAMENTO ABITATO DI COLLE NEL COMUNE DI ARQUATA DEL T. (AP)*COLLE*OPERE DI CONSOLIDAMENTO, RISANAMENTO E RIDUZIONE DEL RISCHIO IDROGEOLOGICO NEI PRESSI DELLA FRAZ. DI COLLE NEL COMUNE DI ARQUATA DEL TRONTO",2019,2100000.0,2100000.0,STATALE,ACCORDO DI PROGRAMMA QUADRO-SISMA 2016 - DL. 189/2016 e s.m.i.,0,"",https://opencup.gov.it/portale/progetto/-/cup/B23H19001140001
B24B19000330002,COMUNE DI MONTECASSIANO - MACERATA -,00218320430,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,BENI CULTURALI,RESTAURO E RIQUALIFICAZIONE DI BENI CULTURALI,PALAZZO DEI PRIORI*PIAZZA GIACOMO LEOPARDI*LAVORI DI MIGLIORAMENTO SISMICO E MESSA IN SICUREZZA PALAZZO DEI PRIORI,2019,1200000.0,1200000.0,REGIONALE,ALTRO-Piano Annuale OO.PP. 2019,0,"",https://opencup.gov.it/portale/progetto/-/cup/B24B19000330002
B24C19001480001,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,SEDE MUNICIPIO E SEDE UNIONE MONTANA DEI SIBILLINI*PIAZZA IV NOVEMBRE N.2*INTERVENTO DI RISTRUTTURAZIONE EDILIZIA CON MIGLIORAMENTO SISMICO SEDE  MUNICIPIO E SEDE UNIONE MONTANA DEI SIBILLINI,2019,1369675.0,1369675.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B24C19001480001
B24J18000230001,ENTE REGIONALE PER L'ABITAZIONE PUBBLICA MARCHE,02573290422,ENTI ED IMPRESE DI GESTIONE DEL PATRIMONIO IMMOBILIARE PUBBLICO,IACP,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,ABITATIVE,EDIFICI DANNEGGIATI DA CALAMITA' NATURALI,OPERE DI RIPRISTINO DANNI DA SISMA EDIFICIO IN COMUNE DI TOLENTINO  VIA DON MINZONI 11*VIA DON MINZONI 11*INTERVENTO DI MIGLIORAMENTO SISMICO EDIFICIO ERP DANNEGGIATO SISMA 2016,2018,505000.0,505000.0,STATALE,ALTRO-Ordinanza Commissario Ricostruzione n. 27 del 09.06.2017,0,"",https://opencup.gov.it/portale/progetto/-/cup/B24J18000230001
B25F22000550001,REGIONE MARCHE,80008630420,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,SANITARIE,STRUTTURE OSPEDALIERE,NUOVO OSPEDALE DI AMANDOLA (FM)*LOCALITÀ PIANDICONTRO*PRE TRIAGE COVID A SERVIZIO DEL NUOVO OSPEDALE DI AMANDOLA,2022,995000.0,995000.0,STATALE,ALTRO-ORDINANZA COMMISSARIO PER LA RICOSTRUZIONE POST SISMA N. 37 DEL 08/09/2017,2,B28I17001280008,https://opencup.gov.it/portale/progetto/-/cup/B25F22000550001
B26B19000410001,UFFICIO SPECIALE PER LA RICOSTRUZIONE POST SISMA DEL 2016 DELLA REGIONE MARCHE,93151650426,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE AMBIENTALI E RISORSE IDRICHE,DIFESA DEL SUOLO,ABITATI,"OPERE DI CONSOLIDAMENTO, RISANAMENTO E RIDUZIONE DEL RISCHIO IDROGEOLOGIOCO NEI PRESSI DELLA FRAZIONE BORGO DI ARQUATA DEL TRONTO (AP).*FRAZIONE BORGO DI ARQUATA DEL TRONTO (AP).*RETI PARAMASSI E PALIFICATE.",2019,2200000.0,2200000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B26B19000410001
B26C22001780005,COMUNE DI COMUNANZA - AP -,80001250440,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,"SPORT, SPETTACOLO E TEMPO LIBERO",ALTRE STRUTTURE RICREATIVE,"LAVORI DI ADEGUAMENTO SISMICO MEDIANTE DEMOLIZIONE E RICOSTRUZIONE DELLEDIFICIO SITO IN VIA TRENTO N. 13 ADIBITO AD ATTIVITÀ CIVICHE, SOCIALI E DI SERVIZIO*VIA TRENTO*LAVORI DI ADEGUAMENTO SISMICO MEDIANTE DEMOLIZIONE E RICOSTRUZIONE DELLEDIFICIO SITO IN VIA TRENTO N. 13 ADIBITO AD ATTIVITÀ CIVICHE, SOCIALI E DI SERVIZIO",2022,1400000.0,1400000.0,ALTRA PUBBLICA,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B26C22001780005
B26C23000130001,COMUNE DI MONTECASSIANO - MACERATA -,00218320430,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,IMMOBILE SITO IN VIA N. SAURO*VIA N. SAURO*RIPRISTINO CON MIGLIORAMENTO SISMICO DELL'IMMOBILE SITO IN VIA N. SAURO A SEGUITO DEL SISMA 2016,2023,800000.0,800000.0,STATALE,ALTRO-PIANO OOPP,0,"",https://opencup.gov.it/portale/progetto/-/cup/B26C23000130001
B27D18001170002,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),ALTRO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"EDIFICI SOCIALI, CULTURALI E ASSISTENZIALI",LAVORI DI MESSA IN SICUREZZA PER PUBBLICA INCOLUMITA' IN LOC CAMPELLO ALTO*CAMPELLO ALTO*LAVORI DI MESSA IN SICUREZZA PER PUBBLICA INCOLUMITA' IN LOC CAMPELLO ALTO,2018,43830.0,43830.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B27D18001170002
B27H25003760002,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA,INFRASTRUTTURE DI TRASPORTO,STRADALI,"STRADE REGIONALI, PROVINCIALI E COMUNALI",INTERVENTO DI RIPARAZIONE MURO DI CONTENIMENTO STRADA DELLE VENE IN LOC. FONTI DEL CLITUNNO*VIA DELLE VENE*RIPARAZIONE MURO DI CONTENIMENTO STRADA DELLE VENE,2025,150000.0,150000.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B27H25003760002
B28I17001280008,REGIONE MARCHE,80008630420,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI REGIONALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE SOCIALI,SANITARIE,STRUTTURE OSPEDALIERE,NUOVO OSPEDALE DI AMANDOLA (FM)*LOCALITÀ PIANDICONTRO*EDIFICAZIONE NUOVO EDIFICIO A DESTINAZIONE OSPEDALIERA,2017,1.8E7,1.3E7,"PRIVATA, STATALE",ALTRO-ORDINANZA COMMISSARIO PER LA RICOSTRUZIONE POST SISMA N. 37 DEL 08/09/2017,2,"",https://opencup.gov.it/portale/progetto/-/cup/B28I17001280008
B29C18000030001,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,STRUTTURE/INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE,INTERVENTO DI RIPARAZIONE DANNI EDIFICIO COMUNALE*PIAZZA RANIERI*INTERVENTO DI RIPARAZIONE DANNI EDIFICIO COMUNALE,2018,130200.0,130200.0,STATALE,ALTRO-PIANO TRIENNALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/B29C18000030001
B29C18000040001,COMUNE DI CAMPELLO SUL CLITUNNO - PG -,84002330540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI MIGLIORAMENTO SISMICO,INFRASTRUTTURE SOCIALI,DIREZIONALI E AMMINISTRATIVE,EDIFICI E INFRASTRUTTURE PER UFFICI,INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO CANONICA*PIAZZA RANIERI*INTERVENTO DI RIPARAZIONE DANNI E MIGLIORAMENTO SISMICO CANONICA,2018,193000.0,193000.0,STATALE,ALTRO-PIANO TRIENNALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/B29C18000040001
B31B20000510001,COMUNE DI POGGIODOMO - PG -,84006620540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE DI TRASPORTO,STRADALI,ALTRE STRUTTURE/INFRASTRUTTURE STRADALI,REALIZZAZIONE AREA CAMPER*VIA S.P. 470*REALIZZAZIONE PARCHEGGIO PER CAMPER ATTREZZATO,2020,40000.0,40000.0,STATALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B31B20000510001
B31B20000710002,COMUNE DI POGGIODOMO - PG -,84006620540,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),NUOVA REALIZZAZIONE,INFRASTRUTTURE DI TRASPORTO,STRADALI,ALTRE STRUTTURE/INFRASTRUTTURE STRADALI,REALIZZAZIONE AREA CAMPER*VIA AREA DI PROTEZIONE CIVILE*REALIZZAZIONE AREA CAMPER NELL'AREA DI PROTEZIONE CIVILE,2020,40000.0,40000.0,REGIONALE,ASSENTE-,0,"",https://opencup.gov.it/portale/progetto/-/cup/B31B20000710002
B31B21006540004,AMMINISTRAZIONE PROVINCIALE DI PESARO E URBINO,00212000418,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI PROVINCIALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",LICEO ARTISTICO SCUOLA DEL LIBRO DI URBINO SEDE VIA BRAMANTE*VIA D. BRAMANTE 20*RIPARAZIONE CON ADEGUAMENTO SISMICO DELLA SEDE DEL LICEO ARTISTICO SCUOLA DEL LIBRO SITO IN VIA BRAMANTE,2021,6310361.0,6310361.0,"STATALE, PROVINCIALE",ALTRO-finanziamento STATO + cofinanziamento provincia,0,"",https://opencup.gov.it/portale/progetto/-/cup/B31B21006540004
B31B21007520001,COMUNE DI SPOLETO - PG -,00316820547,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",SCUOLA PRIMARIA DI VILLA REDENTA*VIA BEZZI*RIPARAZIONE DEL DANNO E ADEGUAMENTO SISMICO,2021,3427125.0,3427125.0,STATALE,ALTRO-LOCALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/B31B21007520001
B31B21007530001,COMUNE DI SPOLETO - PG -,00316820547,ENTI TERRITORIALI E DI AMMINISTRAZIONE DEL TERRITORIO,AMMINISTRAZIONI COMUNALI,REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA),MANUTENZIONE STRAORDINARIA DI ADEGUAMENTO SISMICO,INFRASTRUTTURE SOCIALI,SOCIALI E SCOLASTICHE,"SCUOLE ELEMENTARI, MEDIE E SUPERIORI",SCUOLA PRIMARIA DI SANT'ANASTASIO*FRAZ. MALFONDO*RIPARAZIONE DEL DANNO E ADEGUAMENTO SISMICO,2021,1933250.0,1933250.0,STATALE,ALTRO-LOCALE,0,"",https://opencup.gov.it/portale/progetto/-/cup/B31B21007530001
