stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
"Revocato (include le azioni di revoca, sospensione e differimento)",20/07/2025,21/07/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA",23 ORE: DALLE 03.00 DEL20/7 ALLE 02.00 DEL 21/7,Regionale,null,05/06/2025,Piemonte,Tutte,05/06/2025 15:04,2025-07-20,2025-07-21
"Revocato (include le azioni di revoca, sospensione e differimento)",20/07/2025,21/07/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 20/7 ALLE 02.00 DEL 21/7,Regionale,null,05/06/2025,Piemonte,Tutte,05/06/2025 15:04,2025-07-20,2025-07-21
Effettuato,20/07/2025,20/07/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. RFI DELLA SALA BLU - COAMI DI MILANO,8 ORE: DALLE 9.00 ALLE 16.59,Locale,null,09/06/2025,Lombardia,Milano,09/06/2025 13:51,2025-07-20,2025-07-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/07/2025,21/07/2025,USB LAVORO PRIVATO,Trasporto merci,PERSONALE SOC. MEDWAY ITALIA,23 ORE: DALLE 03.00 DEL 20/7 ALLE 02.00 DEL 21/7,Nazionale,null,07/07/2025,Italia,Tutte,07/07/2025 11:48,2025-07-20,2025-07-21
Effettuato,19/07/2025,19/07/2025,OSR FILT-CGIL/FAISA-CISAL/UGL-AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. SATI DI CAMPOBASSO,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,18/06/2025,Molise,Campobasso,18/06/2025 15:12,2025-07-19,2025-07-19
Effettuato,18/07/2025,18/07/2025,A.L. COBAS,Trasporto pubblico locale,PERSONALE SOC. NET (NORD EST TRASPORTI) DI MONZA  E TREZZO SULL'ADDA,4 ORE: DALLE 18.00 ALLE 22.00,Locale,null,04/06/2025,Lombardia,Monza e Brianza,04/06/2025 13:48,2025-07-18,2025-07-18
"Revocato (include le azioni di revoca, sospensione e differimento)",18/07/2025,18/07/2025,OSR FILT-CGIL/FAISA-CISAL,Trasporto pubblico locale,"PERSONALE SOCC. TPL REGIONE UMBRIA BUSITALIA SITA NORD, SULGA AUTOLINEE, ACAP, AUTOSERVIZI TROIANI, CMT TERNI, AUTOSERVIZI FONTI, EREDI FORTUNI",4 ORE: DALLE 20.00 ALLE 24.00,Regionale,null,07/07/2025,Umbria,Tutte,07/07/2025 23:02,2025-07-18,2025-07-18
"Revocato (include le azioni di revoca, sospensione e differimento)",18/07/2025,18/07/2025,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE,Regionale,null,03/07/2025,Umbria,Tutte,03/07/2025 10:20,2025-07-18,2025-07-18
Effettuato,18/07/2025,18/07/2025,OST FILT-CGIL/UILT-UIL/UGL-FNA/COBAS,Trasporto pubblico locale,"PERSONALE SOCC. ATC ESERCIZIO, TROTTA BUS SERVICE, AUTOSERVIZI RICCITELLI DI LA SPEZIA",4 ORE: DALLE 11.00 ALLE 15.00,Territoriale,null,16/06/2025,Liguria,La Spezia,16/06/2025 16:54,2025-07-18,2025-07-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/07/2025,17/07/2025,OST FILT-CGIL/FIT-CISL/UILT-UIL/FEDERMAR-CISAL/USCLAC-UNCDIM-SMACD/CONFINTESA MARE E PORTI + RSU,Marittimo,PERSONALE SOC. CARONTE E TOURIST AREA STRETTO DI MESSINA,8 ORE: DALLE 9.00 ALLE 17.00,Territoriale,null,24/05/2025,Sicilia,Messina,24/05/2025 11:37,2025-07-17,2025-07-17
Effettuato,16/07/2025,16/07/2025,OSP UNICA TAXI CGIL/URITAXI/CONFARTIGIANATO TAXI/SITAFI FEDERTAXI CISAL/UGL TAXI,Taxi,ADDETTI AL SERVIZIO TAXI  TERRITORIO COMUNALE DI FIRENZE,24 ORE,Territoriale,null,04/07/2025,Toscana,Firenze,04/07/2025 15:54,2025-07-16,2025-07-16
Effettuato,15/07/2025,15/07/2025,OSP FAST-CONFSAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE TOSCANE DI PISA,4 ORE: DALLE 17.30 ALLE 21.30,Provinciale,null,24/06/2025,Toscana,Pisa,24/06/2025 21:43,2025-07-15,2025-07-15
Effettuato,15/07/2025,15/07/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA,Trasporto pubblico locale,"PERSONALE SOC. AUTOGUIDOVIE PROVINCE DI MILANO, PAVIA, CREMONA, MONZA E DELLA BRIANZA, BOLOGNA, MANTOVA, LODI",4 ORE: DALLE 08.30 ALLE 12.30,Territoriale,null,13/06/2025,Lombardia,Tutte,09/07/2025 07:25,2025-07-15,2025-07-15
Effettuato,14/07/2025,14/07/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. AUTOLINEE RUSSO DI PALERMO,4 ORE: DALLE 9.30 ALLE 13.30,Locale,null,17/06/2025,Sicilia,Palermo,17/06/2025 18:00,2025-07-14,2025-07-14
Effettuato,14/07/2025,14/07/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. SEGESTA AUTOLINEE DI PALERMO,4 ORE: DALLE 9.30 ALLE 13.30,Locale,null,17/06/2025,Sicilia,Palermo,17/06/2025 18:00,2025-07-14,2025-07-14
Effettuato,14/07/2025,14/07/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. ETNA TRASPORTI DI CATANIA,4 ORE: DALLE 9.30 ALLE 13.30,Locale,null,17/06/2025,Sicilia,Catania,17/06/2025 18:00,2025-07-14,2025-07-14
Effettuato,14/07/2025,14/07/2025,OSR FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC.INTERBUS DI ENNA,4 ORE: DALLE 9.30 ALLE 13.30,Locale,null,17/06/2025,Sicilia,Enna,17/06/2025 18:00,2025-07-14,2025-07-14
"Revocato (include le azioni di revoca, sospensione e differimento)",14/07/2025,14/07/2025,OSR FILT-CGIL + RSA,Circolazione e sicurezza stradale,PERSONALE SOC. GSA ADDETTO A PRONTO INTERVENTO ANTINCENDIO E PRIMO SOCCORSO CANTIERE AUTOSTRADALE TRATTO APPENNINICO TOSCO-EMILIANO E ASPI IV TRONCO,4 ORE: DALLE 10.00 ALLE 14.00,Territoriale,REGIONI EMILIA ROMAGNA E TOSCANA,01/07/2025,Toscana,Tutte,01/07/2025 14:15,2025-07-14,2025-07-14
Effettuato,14/07/2025,14/07/2025,OSR FILT-CGIL + RSA,Circolazione e sicurezza stradale,PERSONALE SOC. GSA ADDETTO A PRONTO INTERVENTO ANTINCENDIO E PRIMO SOCCORSO CANTIERE AUTOSTRADALE TRATTO APPENNINICO TOSCO-EMILIANO E ASPI IV TRONCO,4 ORE: DALLE 16.00 ALLE 20.00,Territoriale,REGIONI EMILIA ROMAGNA E TOSCANA,01/07/2025,Toscana,Tutte,02/07/2025 12:33,2025-07-14,2025-07-14
Effettuato,13/07/2025,13/07/2025,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL/SIAL COBAS + RSU,Trasporto pubblico locale,PERSONALE SOC. TPL LINEA DI SAVONA,24 ORE,Locale,null,12/06/2025,Liguria,Savona,12/06/2025 12:54,2025-07-13,2025-07-13
"Revocato (include le azioni di revoca, sospensione e differimento)",11/07/2025,11/07/2025,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL T.A.,Aereo,PERSONALE SOC. GESAP AEROPORTO DI PALERMO,24 ORE: DALLE 00.00 ALLE 23.59,Interregionale,null,07/05/2025,Sicilia,Palermo,07/05/2025 19:01,2025-07-11,2025-07-11
Effettuato,10/07/2025,10/07/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,30/05/2025,Italia,Tutte,30/05/2025 13:07,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,24 ORE,Interregionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,30/05/2025,Italia,Tutte,30/05/2025 13:23,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OSP FILT-CGIL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,24 ORE,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,09/06/2025,Italia,Tutte,09/06/2025 15:37,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OSR UGL-TA,Aereo,PERSONALE SOC. ROMEO GESTIONI - APPALTO GESAC PRESSO AEROPORTO NAPOLI CAPODICHINO,4 ORE: DALLE 11.00 ALLE 15.00,Interregionale,null,05/06/2025,Italia,Tutte,05/06/2025 22:03,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OSR UGL-TA,Aereo,PERSONALE SOC. SOGAERSECURITY AEROPORTO DI CAGLIARI,4 ORE: DALLE 13.00 ALLE 17.00,Locale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,18/06/2025,Sardegna,Cagliari,18/06/2025 00:00,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. AIRPORT HANDLING AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,24/06/2025,Italia,Tutte,24/06/2025 19:39,2025-07-10,2025-07-10
"Revocato (include le azioni di revoca, sospensione e differimento)",10/07/2025,10/07/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,27/05/2025,Italia,Tutte,28/05/2025 09:56,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OST CUB TRASPORTI,Aereo,PERSONALE AUTISTI SOC. SEA AEROPORTI DI MILANO LINATE E MALPENSA,24 ORE: DALLE 00.01 ALLE 23.59,Nazionale,null,30/05/2025,Italia,Tutte,30/05/2025 14:58,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OST CUB TRASPORTI,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,01/06/2025,Italia,Tutte,03/06/2025 09:52,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,OST FIT-CISL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,24 ORE,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,09/06/2025,Italia,Tutte,09/06/2025 15:48,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,UILT-UIL,Aereo,PERSONALE SOC. SWISSPORT ITALIA AEROPORTO DI MILANO LINATE,24 ORE,Nazionale,null,06/06/2025,Italia,Tutte,06/06/2025 14:53,2025-07-10,2025-07-10
Effettuato,10/07/2025,10/07/2025,USB LAVORO PRIVATO,Aereo,PERSONALE NAVIGANTE SOC. EASYJET AIRLINES,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,ESCLUSI I VOLI DA E PER L'AEROPORTO DI PALERMO,25/06/2025,Italia,Tutte,25/06/2025 14:39,2025-07-10,2025-07-10
"Revocato (include le azioni di revoca, sospensione e differimento)",08/07/2025,08/07/2025,USB LAVORO PRIVATO,Plurisettoriale,PERSONALE IMPRESE COMPARTO FERROVIARIO,"SETTORE FERROVIARIO, TRASPORTO MERCI SU ROTAIA E *TPL: DALLE 10.00 ALLE 18.00",Nazionale,"*PER TPL SOCC. GTT, FERR. UDINE CIVIDALE, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA, FERR. SUD EST, SAD, TRENTINO TRASPORTI",27/06/2025,Italia,Tutte,27/06/2025 12:18,2025-07-08,2025-07-08
Effettuato,08/07/2025,08/07/2025,USB LAVORO PRIVATO,Ferroviario,PERSONALE AZIENDE GRUPPO FERROVIE DELLO STATO ITALIANE,8 ORE: INTERA PRESTAZIONE/TURNO DELL'8/7,Nazionale,null,27/06/2025,Italia,Tutte,27/06/2025 12:18,2025-07-08,2025-07-08
"Revocato (include le azioni di revoca, sospensione e differimento)",07/07/2025,08/07/2025,ASSEMBLEA NAZIONALE PDM/PDB GRUPPO FSI,Ferroviario,PERSONALE DI MACCHINA E DI BORDO DEL GRUPPO FERROVIE DELLO STATO ITALIANE,21 ORE: DALLE 21.00 DEL 7/7 ALLE 18.00 DELL'8/7,Nazionale,null,04/06/2025,Italia,Tutte,04/06/2025 16:18,2025-07-07,2025-07-08
Effettuato,07/07/2025,08/07/2025,ASSEMBLEA NAZIONALE PDM/PDB GRUPPO FSI,Ferroviario,PERSONALE DI MACCHINA E DI BORDO DEL GRUPPO FERROVIE DELLO STATO ITALIANE,21 ORE: DALLE 21.00 DEL 7/7 ALLE 18.00 DELL' 8/7,Nazionale,null,26/06/2025,Italia,Tutte,26/06/2025 16:33,2025-07-07,2025-07-08
"Revocato (include le azioni di revoca, sospensione e differimento)",07/07/2025,08/07/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 21 ORE DALLE 21.00 DEL 7/7 ALLE 18.00 DELL'8/7; *TPL: INTERA PRESTAZIONE DELL'8/7,Nazionale,"*PER TPL SOCC. FER. SUD EST, GTT, SAD, TRENTINO TRASP.,  FER. UDINE C., SIST. TERRITORIALI, TFT, FERROTRAMVIARIA, FER.ADR. SANGRITANA-TUA, EAV, FER. GARGANO, FER. CALABRIA",24/05/2025,Italia,Tutte,24/05/2025 00:01,2025-07-07,2025-07-08
"Revocato (include le azioni di revoca, sospensione e differimento)",07/07/2025,08/07/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 21 ORE DALLE 21.00 DEL 7/7 ALLE 18.00 DELL'8/7; *TPL: INTERA PRESTAZIONE DELL'8/7,Nazionale,"ESCLUSO SETTORE MAN. INFRASTRUTTURE SOC. RFI - *PER TPL SOCC. FER. SUD EST, GTT, SAD, TRENTINO TRASP.,  FER. UDINE C., SIST. TERRITORIALI, TFT, FERROTRAMVIARIA, FER.ADR. SANGRITANA-TUA, EAV, FER. GARGANO, FER. CALABRIA",04/06/2025,Italia,Tutte,04/06/2025 00:01,2025-07-07,2025-07-08
Effettuato,07/07/2025,08/07/2025,CUB TRASPORTI,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 21 ORE DALLE 21.00 DEL 7/7 ALLE 18.00 DELL'8/7; *TPL: INTERA PRESTAZIONE DELL'8/7,Nazionale,"ESCLUSO SETTORE MAN. INFRASTRUTTURE SOC. RFI - *PER TPL SOCC. FER. SUD EST, GTT, SAD, TRENTINO TRASP.,  FER. UDINE C., SIST. TERRITORIALI, TFT, FERROTRAMVIARIA, FER.ADR. SANGRITANA-TUA, EAV, FER. GARGANO, FER. CALABRIA",12/06/2025,Italia,Tutte,12/06/2025 19:35,2025-07-07,2025-07-08
Effettuato,07/07/2025,08/07/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto merci,PERSONALE SOC. CAPTRAIN ITALIA,21 ORE: DALLE 21.00 DEL 7/7 ALLE 18.00 DELL' 8/7,Nazionale,null,24/06/2025,Italia,Tutte,24/06/2025 09:38,2025-07-07,2025-07-08
Effettuato,07/07/2025,07/07/2025,OST CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. ATC DI LA SPEZIA,4 ORE: DALLE 11.00 ALLE 15.00,Locale,null,30/05/2025,Liguria,La Spezia,30/05/2025 15:44,2025-07-07,2025-07-07
"Revocato (include le azioni di revoca, sospensione e differimento)",07/07/2025,08/07/2025,SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,21 ORE: DALLE 21.00 DEL 7/7 ALLE 18.00 DELL' 8/7,Nazionale,null,24/06/2025,Italia,Tutte,24/06/2025 19:36,2025-07-07,2025-07-08
"Revocato (include le azioni di revoca, sospensione e differimento)",07/07/2025,08/07/2025,SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,SETTORE FERROVIARIO E TRASPORTO MERCI SU ROTAIA: 21 ORE DALLE 21.00 DEL 7/7 ALLE 18.00 DELL'8/7; *TPL: INTERA PRESTAZIONE DELL'8/7,Nazionale,"*PER TPL SOCC. GTT, TRENTINO TRASP., FERR. UDINE CIVIDALE, FERR. SUD EST, SIST. TERRITORIALI, TRASP. FERR.TOSCANO, F.A.S. - TUA, EAV, FERROTRAMVIARIA, FERR. GARGANO, FERR. CALABRIA",25/06/2025,Italia,Tutte,25/06/2025 14:02,2025-07-07,2025-07-08
Effettuato,05/07/2025,05/07/2025,OSR/OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE SOC. ARST PROVINCE DI CAGLIARI, SASSARI, NUORO E ORISTANO",24 ORE,Territoriale,null,10/06/2025,Sardegna,Tutte,10/06/2025 19:50,2025-07-05,2025-07-05
"Revocato (include le azioni di revoca, sospensione e differimento)",05/07/2025,07/07/2025,UGL MARE E PORTI,Marittimo,PERSONALE MARITTIMO SOC. GNV - GRANDI NAVI VELOCI,48 ORE: DALLE 14.00 DEL 5/7 ALLE 13.59 DEL 7/7,Nazionale,null,07/05/2025,Italia,Tutte,07/05/2025 17:09,2025-07-05,2025-07-07
"Revocato (include le azioni di revoca, sospensione e differimento)",01/07/2025,01/07/2025,UILT-UIL,Elicotteri,PERSONALE ELICOTTERISTICO (PILOTI E TECNICI) SOC. ELILOMBARDA,8 ORE: DALLE 10.00 ALLE 18.00,Nazionale,null,05/06/2025,Italia,Tutte,05/06/2025 15:27,2025-07-01,2025-07-01
"Revocato (include le azioni di revoca, sospensione e differimento)",25/06/2025,25/06/2025,OSR FILT-CGIL/FAISA-CISAL/UGL-AUTOFERRO,Trasporto pubblico locale,PERSONALE SOC. SATI DI CAMPOBASSO,4 ORE: DALLE 8.30 ALLE 12.30,Locale,null,13/06/2025,Molise,Campobasso,16/06/2025 11:10,2025-06-25,2025-06-25
"Revocato (include le azioni di revoca, sospensione e differimento)",25/06/2025,25/06/2025,USB LAVORO PRIVATO,Aereo,PERSONALE ADDETTO ALLO SCARICO E CARICO MERCI SOC. GDA HANDLING AEROPORTO DI BRESCIA MONTICHIARI,12 ORE: DALLE 7.00 ALLE 19.00,Locale,ART.2 COMMA 7 L. 146/90 E S.M.I,24/06/2025,Lombardia,Brescia,24/06/2025 17:23,2025-06-25,2025-06-25
"Revocato (include le azioni di revoca, sospensione e differimento)",24/06/2025,24/06/2025,UILT-UIL,Elicotteri,PERSONALE ELICOTTERISTICO (PILOTI E TECNICI) SOC. ELILOMBARDA,8 ORE: DALLE 10.00 ALLE 18.00,Nazionale,null,05/06/2025,Italia,Tutte,05/06/2025 09:52,2025-06-24,2025-06-24
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,CUB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA - FERROVIARIO E AUTOSTRADE: 0 ORE,Nazionale,ADESIONE DELLA OS FISI,21/05/2025,Italia,Tutte,21/05/2025 10:00,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,CUB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA - FERROVIARIO: DALLE 21.00 DEL 19/6 ALLE 21.00 DEL 20/6; AUTOSTRADE: DALLE 22.00 DEL 19/6 ALLE 22.00 DEL 20/6,Nazionale,ADESIONE DELLA OS FISI,21/05/2025,Italia,Tutte,22/05/2025 10:37,2025-06-20,2025-06-20
Effettuato,20/06/2025,20/06/2025,CUB/SGB/USB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,"INTERA GIORNATA - AEREO: DALLE 00.00 ALLE 23.59; FERROVIARIO: DALLE 21.00 DEL 19/6 ALLE 20.59 DEL 20/6; AUTOSTRADE: DALLE 22.00 DEL 19/6 ALLE 21.59 DEL 20/6;TPL, MARITTIMO E PORTI: 24 ORE VARIE MODALITA'",Nazionale,"ADESIONE DELLE OOSS SBM, FISI E FLAI - ESCLUSO PERSONALE SOCC. TRENORD, BUSITALIA RAIL SERVICE E FNM ED ALTRE CATEGORIE SCIOPERI PRECEDENTEMENTE PROCLAMATI",30/05/2025,Italia,Tutte,30/05/2025 16:32,2025-06-20,2025-06-20
Effettuato,20/06/2025,20/06/2025,FILT-CGIL/FIT-CISL/UILT-UIL,Trasporto merci,PERSONALE SOC. CAPTRAIN ITALIA,8 ORE: DALLE 13.00 ALLE 21.00,Nazionale,null,05/06/2025,Italia,Tutte,05/06/2025 17:22,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,FLAI,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA,Nazionale,ESCLUSO SERVIZIO TRASPORTO PASSEGGERI,01/06/2025,Italia,Tutte,01/06/2025 10:29,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. AVIATION SERVICES AEROPORTO DI VENEZIA,24 ORE,Interregionale,null,29/05/2025,Italia,Tutte,29/05/2025 15:06,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,24 ORE,Nazionale,null,29/05/2025,Italia,Tutte,29/05/2025 14:32,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,OSR FILT-CGIL/FIT-CISL/UGL-TA/USB LAVORO PRIVATO,Aereo,PERSONALE SOC. ROMEO GESTIONI - APPALTO GESAC PRESSO AEROPORTO NAPOLI CAPODICHINO,4 ORE: DALLE 11.00 ALLE 15.00,Interregionale,null,02/06/2025,Italia,Tutte,02/06/2025 20:17,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,OSR/OSP ORSA AUTOFERRO TPL,Trasporto pubblico locale,"PERSONALE SOC. ARST PROVINCE DI CAGLIARI, SASSARI, NUORO E ORISTANO",24 ORE,Territoriale,null,07/06/2025,Sardegna,Tutte,07/06/2025 16:17,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,SBM,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA - FERROVIARIO: DALLE 21.00 DEL 19/6 ALLE 21.00 DEL 20/6; AUTOSTRADE: DALLE 22.00 DEL 19/6 ALLE 22.00 DEL 20/6,Nazionale,null,28/05/2025,Italia,Tutte,28/05/2025 19:24,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,SGB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA - FERROVIARIO: DALLE 21.00 DEL 19/6 ALLE 21.00 DEL 20/6; AUTOSTRADE: DALLE 22.00 DEL 19/6 ALLE 22.00 DEL 20/6,Nazionale,null,22/05/2025,Italia,Tutte,22/05/2025 10:45,2025-06-20,2025-06-20
Effettuato,20/06/2025,20/06/2025,SI-COBAS,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA - FERROVIARIO: DALLE 21.00 DEL 19/6 ALLE 21.00 DEL 20/6,Nazionale,null,04/06/2025,Italia,Tutte,04/06/2025 11:49,2025-06-20,2025-06-20
"Revocato (include le azioni di revoca, sospensione e differimento)",20/06/2025,20/06/2025,USB,Generale,SCIOPERO GENERALE CATEGORIE PUBBLICHE E PRIVATE,INTERA GIORNATA,Nazionale,ADESIONE DELLA OS FISI,14/05/2025,Italia,Tutte,14/05/2025 12:19,2025-06-20,2025-06-20
Effettuato,16/06/2025,17/06/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE SOC. TRENORD,23 ORE: DALLE 03.00 DEL 16/6 ALLE 02.00 DEL 17/6,Regionale,null,02/05/2025,Lombardia,Tutte,02/05/2025 12:07,2025-06-16,2025-06-17
Effettuato,15/06/2025,15/06/2025,OSR FISI,Trasporto pubblico locale,PERSONALE AREA FERRO SOC. ANM DI NAPOLI,4 ORE: DALLE 12.45 ALLE 16.45,Locale,null,08/05/2025,Campania,Napoli,09/05/2025 08:48,2025-06-15,2025-06-15
"Revocato (include le azioni di revoca, sospensione e differimento)",15/06/2025,16/06/2025,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,23 ORE: DALLE 03.00 DEL 15/6 ALLE 02.00 DEL 16/6,Regionale,null,12/05/2025,Piemonte,Tutte,12/05/2025 22:50,2025-06-15,2025-06-16
"Revocato (include le azioni di revoca, sospensione e differimento)",15/06/2025,16/06/2025,OSR ORSA FERROVIE,Ferroviario,"PERSONALE SOC. TRENITALIA ADDETTO A VENDITA, ASSISTENZA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA",23 ORE: DALLE 03.00 DEL 15/6 ALLE 02.00 DEL 16/6,Regionale,null,12/05/2025,Piemonte,Tutte,12/05/2025 22:50,2025-06-15,2025-06-16
"Revocato (include le azioni di revoca, sospensione e differimento)",14/06/2025,15/06/2025,OSR UILT-UIL,Ferroviario,PERSONALE SOC. RFI SALA CIRCOLAZIONE E ORARIO DI CAGLIARI E UNITA' CIRCOLAZIONE SARDEGNA,24 ORE: DALLE 21.00 DEL 14/6 ALLE 20.59 DEL 15/6,Regionale,null,01/05/2025,Sardegna,Tutte,01/05/2025 10:02,2025-06-14,2025-06-15
"Revocato (include le azioni di revoca, sospensione e differimento)",13/06/2025,13/06/2025,CUB TRASPORTI,Aereo,"LAVORATORI COMPARTO AEREO, AEROPORTUALE E INDOTTO AEROPORTI",4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ESCLUSO PERSONALE SOC. ENAV,11/05/2025,Italia,Tutte,11/05/2025 07:34,2025-06-13,2025-06-13
